ticket,type,open_time,close_time,limit_price,market_at_cancel,hold_hours,min_gap_pts,cancel_gap_pts,near_miss_2pt,near_miss_5pt,gap_bucket,m5_touched_orig,fill_off0,net_off0,exit_off0,fill_off1,net_off1,exit_off1,fill_off2,net_off2,exit_off2,fill_off3,net_off3,exit_off3,fill_off5,net_off5,exit_off5,fill_off10,net_off10,exit_off10
79186734,buy limit,2026.05.01 01:17:16,2026.05.01 23:50:55,4556.0,4614.62,22.56,3.77,58.62,False,True,2-5,False,False,,,False,,,False,,,False,,,True,19.82,tp,True,-5.18,sl
79131537,buy limit,2026.04.30 13:00:01,2026.04.30 13:04:39,4576.2,4624.41,0.08,47.48,48.21,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79131493,buy limit,2026.04.30 12:59:36,2026.04.30 13:04:39,4578.2,4624.15,0.08,45.18,45.95,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79131468,buy limit,2026.04.30 12:59:04,2026.04.30 13:04:25,4580.2,4625.53,0.09,43.18,45.33,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79091798,buy limit,2026.04.30 06:43:06,2026.04.30 11:31:28,4513.0,4617.9,4.81,27.72,104.9,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79091765,buy limit,2026.04.30 06:42:54,2026.04.30 11:31:29,4515.0,4617.9,4.81,25.72,102.9,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
79091716,buy limit,2026.04.30 06:42:01,2026.04.30 11:31:28,4517.0,4617.9,4.82,23.72,100.9,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78991292,buy limit,2026.04.29 12:09:21,2026.04.30 11:31:28,4368.5,4617.9,23.37,141.48,249.4,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78991270,buy limit,2026.04.29 12:09:07,2026.04.30 11:31:24,4370.5,4618.03,23.37,139.48,247.53,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78991230,buy limit,2026.04.29 12:08:33,2026.04.30 11:31:22,4372.5,4617.43,23.38,137.48,244.93,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78991208,buy limit,2026.04.29 12:08:09,2026.04.30 11:31:21,4378.5,4617.84,23.39,131.48,239.34,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78991194,buy limit,2026.04.29 12:07:53,2026.04.30 11:31:20,4380.5,4617.9,23.39,129.48,237.4,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78991163,buy limit,2026.04.29 12:07:29,2026.04.30 11:31:15,4382.5,4617.96,23.4,127.48,235.46,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78991056,buy limit,2026.04.29 12:06:34,2026.04.30 11:31:20,4388.5,4618.12,23.41,121.48,229.62,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78991027,buy limit,2026.04.29 12:06:18,2026.04.30 11:31:19,4390.5,4617.92,23.42,119.48,227.42,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78990980,buy limit,2026.04.29 12:05:39,2026.04.30 11:31:17,4392.5,4618.15,23.43,117.48,225.65,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78828637,sell limit,2026.04.28 10:31:41,2026.04.30 11:31:18,4660.0,4618.02,48.99,24.79,41.98,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78828614,sell limit,2026.04.28 10:31:29,2026.04.30 11:31:14,4658.0,4617.69,49.0,22.79,40.31,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78828600,sell limit,2026.04.28 10:31:17,2026.04.30 11:31:18,4656.0,4617.9,49.0,20.79,38.1,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78780499,sell limit,2026.04.28 01:08:10,2026.04.28 15:28:30,4711.0,4581.05,14.34,9.56,129.95,False,False,5-10,False,False,,,False,,,False,,,False,,,False,,,True,19.82,tp
78780480,sell limit,2026.04.28 01:07:57,2026.04.28 15:28:28,4713.0,4581.08,14.34,11.56,131.92,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
78780472,sell limit,2026.04.28 01:07:34,2026.04.28 15:28:24,4715.0,4580.67,14.35,13.56,134.33,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
78666382,sell limit,2026.04.27 01:17:36,2026.04.28 01:05:08,4731.4,4682.87,23.79,1.25,48.53,True,True,1-2,False,False,,,False,,,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,-5.18,sl
78666345,sell limit,2026.04.27 01:16:18,2026.04.28 01:05:03,4733.4,4682.63,23.81,3.25,50.77,False,True,2-5,False,False,,,False,,,False,,,False,,,True,19.82,tp,True,-5.18,sl
78466503,buy limit,2026.04.23 12:37:44,2026.04.24 23:50:53,4603.0,4708.62,35.22,54.58,105.62,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78466481,buy limit,2026.04.23 12:37:35,2026.04.24 23:50:56,4605.0,4708.85,35.22,52.58,103.85,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78466458,buy limit,2026.04.23 12:37:22,2026.04.24 23:50:46,4607.0,4708.67,35.22,50.58,101.67,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78466433,buy limit,2026.04.23 12:37:09,2026.04.24 23:50:50,4613.0,4708.64,35.23,44.58,95.64,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78466325,buy limit,2026.04.23 12:35:49,2026.04.24 23:51:03,4615.0,4709.13,35.25,42.58,94.13,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78466319,buy limit,2026.04.23 12:35:39,2026.04.24 23:51:06,4617.0,4708.89,35.26,40.58,91.89,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78466307,buy limit,2026.04.23 12:35:25,2026.04.24 23:51:10,4623.0,4708.72,35.26,34.58,85.72,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78466299,buy limit,2026.04.23 12:35:15,2026.04.24 23:50:43,4625.0,4708.72,35.26,32.58,83.72,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78466272,buy limit,2026.04.23 12:34:52,2026.04.24 23:50:40,4627.0,4708.63,35.26,30.58,81.63,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78461845,sell limit,2026.04.23 11:57:38,2026.04.23 13:19:31,4740.8,4689.55,1.36,34.31,51.25,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78461780,sell limit,2026.04.23 11:56:50,2026.04.23 13:19:25,4738.8,4689.72,1.38,32.31,49.08,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78461768,sell limit,2026.04.23 11:56:34,2026.04.23 13:19:22,4736.8,4689.53,1.38,30.31,47.27,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78382729,sell limit,2026.04.22 19:08:28,2026.04.23 12:29:35,4754.0,4700.76,17.35,0.28,53.24,True,True,0-1,False,False,,,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,-5.18,sl
78382512,buy limit,2026.04.22 19:05:57,2026.04.23 01:15:58,4659.5,4737.22,6.17,64.18,77.72,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78382372,buy limit,2026.04.22 19:05:03,2026.04.23 01:15:54,4661.5,4737.15,6.18,62.18,75.65,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78382342,buy limit,2026.04.22 19:04:48,2026.04.23 01:15:47,4663.5,4737.18,6.18,60.18,73.68,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78381406,buy limit,2026.04.22 18:53:41,2026.04.23 01:15:42,4702.8,4737.15,6.37,20.88,34.35,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78381379,buy limit,2026.04.22 18:53:19,2026.04.23 01:15:37,4704.8,4737.24,6.37,18.88,32.44,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
78381365,buy limit,2026.04.22 18:53:03,2026.04.23 01:15:32,4706.8,4737.52,6.37,16.88,30.72,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
78309453,buy limit,2026.04.22 06:34:45,2026.04.22 19:03:50,4686.64,4729.08,12.48,38.21,42.44,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78309426,buy limit,2026.04.22 06:34:19,2026.04.22 19:03:48,4688.64,4728.82,12.49,36.21,40.18,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78309391,buy limit,2026.04.22 06:33:47,2026.04.22 19:03:47,4690.64,4728.95,12.5,34.21,38.31,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78309172,buy limit,2026.04.22 06:31:55,2026.04.22 18:54:31,4696.64,4727.47,12.38,28.21,30.83,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78309049,buy limit,2026.04.22 06:30:24,2026.04.22 18:54:28,4698.64,4727.6,12.4,26.21,28.96,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78308805,buy limit,2026.04.22 06:29:27,2026.04.22 18:54:28,4700.64,4727.6,12.42,24.21,26.96,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78308474,buy limit,2026.04.22 06:26:14,2026.04.22 19:03:42,4706.64,4728.6,12.62,18.21,21.96,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
78308358,buy limit,2026.04.22 06:24:40,2026.04.22 19:03:40,4708.64,4728.41,12.65,16.21,19.77,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
78308318,buy limit,2026.04.22 06:24:11,2026.04.22 19:03:38,4710.64,4728.49,12.66,14.21,17.85,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
78256448,sell limit,2026.04.21 19:19:44,2026.04.22 01:19:52,4772.0,4720.68,6.0,37.85,51.32,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78256422,sell limit,2026.04.21 19:19:24,2026.04.22 01:19:55,4770.0,4720.65,6.01,35.85,49.35,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78256396,sell limit,2026.04.21 19:19:01,2026.04.22 01:19:59,4768.0,4720.75,6.02,33.85,47.25,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78248105,sell limit,2026.04.21 18:24:04,2026.04.22 01:20:03,4763.0,4720.14,6.93,5.44,42.86,False,False,5-10,False,False,,,False,,,False,,,False,,,False,,,False,,
78248049,sell limit,2026.04.21 18:23:47,2026.04.22 01:20:07,4761.0,4719.93,6.94,3.44,41.07,False,True,2-5,False,False,,,False,,,False,,,False,,,False,,,False,,
78248006,sell limit,2026.04.21 18:23:32,2026.04.22 01:20:11,4759.0,4719.94,6.94,1.44,39.06,True,True,1-2,False,False,,,False,,,False,,,False,,,False,,,True,19.82,tp
78244240,buy limit,2026.04.21 18:05:43,2026.04.22 01:26:15,4663.0,4718.95,7.34,5.21,55.95,False,False,5-10,False,False,,,False,,,False,,,False,,,False,,,True,19.82,tp
78244122,buy limit,2026.04.21 18:05:27,2026.04.22 01:26:19,4665.0,4718.99,7.35,3.21,53.99,False,True,2-5,False,False,,,False,,,False,,,False,,,True,19.82,tp,True,-5.18,sl
78244068,buy limit,2026.04.21 18:05:12,2026.04.22 01:26:22,4667.0,4718.95,7.35,1.21,51.95,True,True,1-2,False,False,,,False,,,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,-5.18,sl
78077642,buy limit,2026.04.20 16:05:32,2026.04.20 16:13:19,4773.0,4815.23,0.13,29.56,42.23,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78077605,buy limit,2026.04.20 16:05:18,2026.04.20 16:13:18,4780.0,4815.4,0.13,22.56,35.4,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78077558,buy limit,2026.04.20 16:04:49,2026.04.20 16:13:14,4787.0,4814.62,0.14,12.71,27.62,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
78050146,sell limit,2026.04.20 11:31:44,2026.04.20 12:54:48,4823.0,4792.14,1.38,25.03,30.86,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78050128,sell limit,2026.04.20 11:31:33,2026.04.20 12:54:46,4818.0,4792.22,1.39,20.03,25.78,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78050110,sell limit,2026.04.20 11:31:19,2026.04.20 12:54:44,4813.0,4792.47,1.39,15.03,20.53,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
78049948,buy limit,2026.04.20 11:30:08,2026.04.21 01:14:26,4750.0,4829.25,13.74,33.21,79.25,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78049906,buy limit,2026.04.20 11:29:54,2026.04.21 01:14:22,4755.0,4829.4,13.74,28.21,74.4,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
78049892,buy limit,2026.04.20 11:29:40,2026.04.21 01:14:17,4760.0,4828.27,13.74,23.21,68.27,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
77922050,buy limit,2026.04.17 16:06:19,2026.04.17 16:09:27,4821.7,4862.74,0.05,18.53,41.04,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
77854374,sell limit,2026.04.17 05:03:22,2026.04.17 05:03:34,4815.0,4791.75,0.0,20.52,23.25,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
77854370,sell limit,2026.04.17 05:03:16,2026.04.17 05:03:30,4810.0,4791.26,0.0,15.52,18.74,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
77822473,buy limit,2026.04.16 18:57:12,2026.04.16 19:37:33,4786.0,4794.75,0.67,0.5,8.75,True,True,0-1,False,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
77822415,buy limit,2026.04.16 18:56:58,2026.04.16 19:37:32,4786.0,4794.89,0.68,0.5,8.89,True,True,0-1,False,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
77822366,buy limit,2026.04.16 18:56:44,2026.04.16 19:37:30,4786.0,4794.91,0.68,0.5,8.91,True,True,0-1,False,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
77768685,buy limit,2026.04.16 11:24:54,2026.04.16 13:57:38,4804.5,4815.59,2.55,0.48,11.09,True,True,0-1,False,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
77768524,buy limit,2026.04.16 11:22:49,2026.04.16 13:57:34,4804.5,4815.32,2.58,0.48,10.82,True,True,0-1,False,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
77768508,buy limit,2026.04.16 11:22:37,2026.04.16 13:57:29,4804.5,4814.64,2.58,0.48,10.14,True,True,0-1,False,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
77654656,buy limit,2026.04.15 12:49:36,2026.04.15 16:04:35,4754.8,4812.33,3.25,31.25,57.53,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
77654545,buy limit,2026.04.15 12:49:00,2026.04.17 04:26:22,4765.0,4776.5,39.62,2.4,11.5,False,True,2-5,False,False,,,False,,,False,,,True,19.82,tp,True,19.82,tp,True,19.82,tp
77654485,buy limit,2026.04.15 12:48:26,2026.04.17 04:26:17,4765.0,4775.67,39.63,2.4,10.67,False,True,2-5,False,False,,,False,,,False,,,True,19.82,tp,True,19.82,tp,True,19.82,tp
77587963,buy limit,2026.04.14 23:56:44,2026.04.15 10:06:59,4803.0,4808.44,10.17,0.84,5.44,True,True,0-1,False,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
77587957,buy limit,2026.04.14 23:56:27,2026.04.15 10:06:57,4803.0,4808.86,10.18,0.84,5.86,True,True,0-1,False,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
77565250,buy limit,2026.04.14 17:56:43,2026.04.15 10:13:14,4803.0,4812.95,16.28,-12.05,9.95,False,False,touched,True,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
77565076,buy limit,2026.04.14 17:55:46,2026.04.15 05:49:52,4820.0,4828.22,11.9,-29.05,8.22,False,False,touched,True,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
77565031,buy limit,2026.04.14 17:55:31,2026.04.15 05:49:48,4820.0,4828.42,11.9,-29.05,8.42,False,False,touched,True,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
77543604,buy limit,2026.04.14 15:52:23,2026.04.14 19:58:54,4751.0,4810.39,4.11,11.11,59.39,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
77543570,buy limit,2026.04.14 15:52:13,2026.04.14 19:58:50,4751.0,4810.83,4.11,11.11,59.83,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
77543429,buy limit,2026.04.14 15:51:53,2026.04.14 19:58:46,4751.0,4811.38,4.11,11.11,60.38,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
77517933,buy limit,2026.04.14 11:59:51,2026.04.14 12:50:30,4770.0,4776.48,0.84,1.3,6.48,True,True,1-2,False,False,,,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
77517917,buy limit,2026.04.14 11:59:39,2026.04.14 12:50:26,4770.0,4776.52,0.85,1.3,6.52,True,True,1-2,False,False,,,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
77467092,buy limit,2026.04.14 01:16:27,2026.04.14 23:54:50,4675.0,4841.98,22.64,70.64,166.98,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
77467083,buy limit,2026.04.14 01:16:06,2026.04.14 23:54:46,4675.0,4842.07,22.64,70.64,167.07,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
77448567,buy limit,2026.04.13 18:57:23,2026.04.14 23:54:43,4675.0,4842.11,28.96,34.4,167.11,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
77448535,buy limit,2026.04.13 18:57:11,2026.04.14 23:54:40,4685.0,4841.87,28.96,24.4,156.87,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
77448492,buy limit,2026.04.13 18:56:57,2026.04.14 23:54:37,4685.0,4841.88,28.96,24.4,156.88,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
77448476,buy limit,2026.04.13 18:56:44,2026.04.14 23:54:33,4685.0,4841.68,28.96,24.4,156.68,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
77425506,sell limit,2026.04.13 16:34:01,2026.04.13 18:56:20,4770.0,4714.51,2.37,25.22,55.49,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
77425435,sell limit,2026.04.13 16:33:43,2026.04.13 18:56:19,4770.0,4714.4,2.38,25.22,55.6,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
77398166,sell limit,2026.04.13 13:02:36,2026.04.13 18:56:17,4750.0,4714.32,5.89,5.22,35.68,False,False,5-10,False,False,,,False,,,False,,,False,,,False,,,True,19.82,tp
77398156,sell limit,2026.04.13 13:02:19,2026.04.13 18:56:17,4750.0,4714.33,5.9,5.22,35.67,False,False,5-10,False,False,,,False,,,False,,,False,,,False,,,True,19.82,tp
77398074,buy limit,2026.04.13 13:01:40,2026.04.13 18:56:14,4663.0,4714.5,5.91,37.19,51.5,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
77398058,buy limit,2026.04.13 13:01:21,2026.04.13 18:56:12,4663.0,4714.43,5.91,37.19,51.43,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
77384274,buy limit,2026.04.13 10:49:43,2026.04.13 18:56:11,4682.0,4714.42,8.11,18.19,32.42,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
77384246,buy limit,2026.04.13 10:49:28,2026.04.13 18:56:11,4682.0,4714.4,8.11,18.19,32.4,False,False,10-20,False,False,,,False,,,False,,,False,,,False,,,False,,
77287801,buy limit,2026.04.10 16:01:43,2026.04.10 19:00:48,4745.0,4760.18,2.98,2.36,15.18,False,True,2-5,False,False,,,False,,,False,,,False,,,False,,,True,19.82,tp
77287749,buy limit,2026.04.10 16:01:18,2026.04.10 19:00:47,4745.0,4760.28,2.99,2.36,15.28,False,True,2-5,False,False,,,False,,,False,,,False,,,False,,,True,19.82,tp
77287702,buy limit,2026.04.10 16:01:01,2026.04.10 19:00:46,4745.0,4760.17,3.0,2.36,15.17,False,True,2-5,False,False,,,False,,,False,,,False,,,False,,,True,19.82,tp
77191588,buy limit,2026.04.09 17:00:09,2026.04.09 17:05:29,4759.0,4772.95,0.09,2.74,13.95,False,True,2-5,False,False,,,False,,,False,,,False,,,False,,,True,-5.18,sl
77191520,buy limit,2026.04.09 16:59:55,2026.04.09 17:05:27,4759.0,4772.91,0.09,2.74,13.91,False,True,2-5,False,False,,,False,,,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
77191498,buy limit,2026.04.09 16:59:39,2026.04.09 17:05:25,4759.0,4773.26,0.1,2.74,14.26,False,True,2-5,False,False,,,False,,,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
77185031,buy limit,2026.04.09 16:15:21,2026.04.09 18:31:07,4713.0,4782.43,2.26,33.98,69.43,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
77184951,buy limit,2026.04.09 16:15:05,2026.04.09 18:31:02,4713.0,4782.61,2.27,33.98,69.61,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
77184896,buy limit,2026.04.09 16:14:44,2026.04.09 18:30:59,4713.0,4781.79,2.27,33.98,68.79,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
77064514,buy limit,2026.04.08 15:58:50,2026.04.08 17:28:49,4760.5,4770.8,1.5,-9.69,10.3,False,False,touched,True,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,19.82,tp
77064503,buy limit,2026.04.08 15:58:33,2026.04.08 17:28:46,4760.5,4770.73,1.5,-9.69,10.23,False,False,touched,True,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,19.82,tp
77064473,buy limit,2026.04.08 15:57:59,2026.04.08 17:28:44,4760.5,4770.48,1.51,-9.69,9.98,False,False,touched,True,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,19.82,tp
77044557,buy limit,2026.04.08 12:58:24,2026.04.08 15:23:57,4768.0,4774.94,2.43,0.35,6.94,True,True,0-1,False,False,,,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,-5.18,sl
77044515,buy limit,2026.04.08 12:58:11,2026.04.08 15:24:03,4768.0,4777.23,2.43,0.35,9.23,True,True,0-1,False,False,,,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,-5.18,sl
77044495,buy limit,2026.04.08 12:57:57,2026.04.08 15:24:06,4768.0,4777.11,2.44,0.35,9.11,True,True,0-1,False,False,,,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,-5.18,sl
77024781,buy limit,2026.04.08 10:02:56,2026.04.08 11:30:13,4797.0,4804.59,1.45,1.45,7.59,True,True,1-2,False,False,,,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
77024741,buy limit,2026.04.08 10:02:43,2026.04.08 11:30:18,4797.0,4804.37,1.46,1.45,7.37,True,True,1-2,False,False,,,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
77024689,buy limit,2026.04.08 10:02:28,2026.04.08 11:30:25,4797.0,4804.75,1.47,1.45,7.75,True,True,1-2,False,False,,,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
76972830,buy limit,2026.04.08 01:25:23,2026.04.10 23:50:46,4671.0,4751.55,70.42,27.05,80.55,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
76972827,buy limit,2026.04.08 01:25:07,2026.04.10 23:50:41,4671.0,4751.58,70.43,27.05,80.58,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
76972810,buy limit,2026.04.08 01:24:46,2026.04.10 23:50:51,4671.0,4752.09,70.43,27.05,81.09,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
76922064,sell limit,2026.04.07 14:28:31,2026.04.07 19:15:36,4672.0,4656.55,4.78,1.17,15.45,True,True,1-2,False,False,,,False,,,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,-5.18,sl
76922044,sell limit,2026.04.07 14:28:06,2026.04.07 19:15:37,4672.0,4656.72,4.79,1.17,15.28,True,True,1-2,False,False,,,False,,,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,-5.18,sl
76921993,sell limit,2026.04.07 14:27:45,2026.04.07 19:15:38,4672.0,4656.83,4.8,1.17,15.17,True,True,1-2,False,False,,,False,,,True,19.82,tp,True,19.82,tp,True,19.82,tp,True,-5.18,sl
76911784,buy limit,2026.04.07 13:00:14,2026.04.07 13:54:36,4648.0,4655.72,0.91,1.08,7.72,True,True,1-2,False,False,,,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
76911764,buy limit,2026.04.07 13:00:03,2026.04.07 13:54:35,4648.0,4655.74,0.91,1.08,7.74,True,True,1-2,False,False,,,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
76911711,buy limit,2026.04.07 12:59:46,2026.04.07 13:54:34,4648.0,4655.71,0.91,1.08,7.71,True,True,1-2,False,False,,,False,,,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl,True,-5.18,sl
76795023,buy limit,2026.04.06 11:22:09,2026.04.06 11:22:29,4632.3,4686.13,0.01,51.93,53.83,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
76795009,buy limit,2026.04.06 11:21:58,2026.04.06 11:22:28,4632.3,4685.93,0.01,51.93,53.63,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
76794928,buy limit,2026.04.06 11:21:16,2026.04.06 13:00:02,4632.3,4694.05,1.65,51.93,61.75,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
76794906,buy limit,2026.04.06 11:21:02,2026.04.06 13:00:01,4632.3,4694.12,1.65,51.93,61.82,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
76794896,buy limit,2026.04.06 11:20:47,2026.04.06 13:00:00,4632.3,4693.79,1.65,51.93,61.49,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
76749273,sell limit,2026.04.06 01:19:41,2026.04.07 01:06:23,4764.0,4666.28,23.78,57.27,97.72,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
76749222,sell limit,2026.04.06 01:18:46,2026.04.07 01:06:19,4764.0,4666.43,23.79,57.27,97.57,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
76749206,sell limit,2026.04.06 01:18:25,2026.04.07 01:06:16,4764.0,4665.47,23.8,57.27,98.53,False,False,>20,False,False,,,False,,,False,,,False,,,False,,,False,,
