ticket,source,direction,open_time,entry,limit_offset,filled,tp_pts_used,orig_net,latest_net,latest_exit,delta
76972810,limit,buy,2026.04.08 01:24:46,4671.0,2.0,False,,0.0,0.0,no_fill,0.0
76922064,limit,sell,2026.04.07 14:28:31,4670.0,2.0,True,10.0,0.0,9.82,tp,9.82
76922044,limit,sell,2026.04.07 14:28:06,4670.0,2.0,True,20.0,0.0,19.82,tp,19.82
76921993,limit,sell,2026.04.07 14:27:45,4670.0,2.0,True,10.0,0.0,9.82,tp,9.82
76911784,limit,buy,2026.04.07 13:00:14,4650.0,2.0,True,10.0,0.0,9.82,tp,9.82
76911764,limit,buy,2026.04.07 13:00:03,4650.0,2.0,True,20.0,0.0,-5.18,sl,-5.18
76911711,limit,buy,2026.04.07 12:59:46,4650.0,2.0,True,10.0,0.0,9.82,tp,9.82
76795023,limit,buy,2026.04.06 11:22:09,4632.3,2.0,False,,0.0,0.0,no_fill,0.0
76795009,limit,buy,2026.04.06 11:21:58,4632.3,2.0,False,,0.0,0.0,no_fill,0.0
76794928,limit,buy,2026.04.06 11:21:16,4632.3,2.0,False,,0.0,0.0,no_fill,0.0
76794906,limit,buy,2026.04.06 11:21:02,4632.3,2.0,False,,0.0,0.0,no_fill,0.0
76794896,limit,buy,2026.04.06 11:20:47,4632.3,2.0,False,,0.0,0.0,no_fill,0.0
76749273,limit,sell,2026.04.06 01:19:41,4764.0,2.0,False,,0.0,0.0,no_fill,0.0
76749222,limit,sell,2026.04.06 01:18:46,4764.0,2.0,False,,0.0,0.0,no_fill,0.0
76749206,limit,sell,2026.04.06 01:18:25,4764.0,2.0,False,,0.0,0.0,no_fill,0.0
76749191,limit,sell,2026.04.06 01:18:03,4753.0,2.0,False,,0.0,0.0,no_fill,0.0
76749164,limit,sell,2026.04.06 01:17:42,4753.0,2.0,False,,0.0,0.0,no_fill,0.0
76749013,limit,sell,2026.04.06 01:15:50,4753.0,2.0,False,,0.0,0.0,no_fill,0.0
76724329,limit,sell,2026.04.02 19:03:32,4707.0,2.0,False,,0.0,0.0,no_fill,0.0
76724283,limit,sell,2026.04.02 19:02:55,4707.0,2.0,False,,0.0,0.0,no_fill,0.0
76724252,limit,sell,2026.04.02 19:02:31,4707.0,2.0,False,,0.0,0.0,no_fill,0.0
76723993,limit,buy,2026.04.02 19:00:02,4634.5,2.0,False,,0.0,0.0,no_fill,0.0
76723949,limit,buy,2026.04.02 18:59:50,4634.5,2.0,False,,0.0,0.0,no_fill,0.0
76723936,limit,buy,2026.04.02 18:59:34,4634.5,2.0,False,,0.0,0.0,no_fill,0.0
76682499,limit,sell,2026.04.02 13:08:00,4649.7,2.0,False,,0.0,0.0,no_fill,0.0
76682492,limit,sell,2026.04.02 13:07:45,4649.7,2.0,False,,0.0,0.0,no_fill,0.0
76682476,limit,sell,2026.04.02 13:07:29,4649.7,2.0,False,,0.0,0.0,no_fill,0.0
76682453,limit,sell,2026.04.02 13:07:14,4643.7,2.0,False,,0.0,0.0,no_fill,0.0
76682427,limit,sell,2026.04.02 13:07:00,4643.7,2.0,False,,0.0,0.0,no_fill,0.0
76682405,limit,sell,2026.04.02 13:06:45,4643.7,2.0,False,,0.0,0.0,no_fill,0.0
76668362,limit,buy,2026.04.02 10:22:21,4372.0,2.0,False,,0.0,0.0,no_fill,0.0
76668331,limit,buy,2026.04.02 10:22:08,4372.0,2.0,False,,0.0,0.0,no_fill,0.0
76668301,limit,buy,2026.04.02 10:21:49,4372.0,2.0,False,,0.0,0.0,no_fill,0.0
76596422,limit,buy,2026.04.01 19:07:23,4722.0,2.0,False,,0.0,0.0,no_fill,0.0
76596408,limit,buy,2026.04.01 19:07:03,4722.0,2.0,False,,0.0,0.0,no_fill,0.0
76596364,limit,buy,2026.04.01 19:06:13,4743.0,2.0,True,10.0,0.0,9.82,tp,9.82
76596284,limit,buy,2026.04.01 19:04:59,4743.0,2.0,True,10.0,0.0,9.82,tp,9.82
76542983,limit,buy,2026.04.01 10:09:03,4685.5,2.0,False,,0.0,0.0,no_fill,0.0
76542958,limit,buy,2026.04.01 10:08:48,4685.5,2.0,False,,0.0,0.0,no_fill,0.0
76542931,limit,buy,2026.04.01 10:08:34,4685.5,2.0,False,,0.0,0.0,no_fill,0.0
76542758,limit,buy,2026.04.01 10:07:20,4697.7,2.0,False,,0.0,0.0,no_fill,0.0
76542711,limit,buy,2026.04.01 10:07:06,4697.7,2.0,False,,0.0,0.0,no_fill,0.0
76542670,limit,buy,2026.04.01 10:06:52,4697.7,2.0,False,,0.0,0.0,no_fill,0.0
76504826,limit,buy,2026.04.01 01:39:05,4598.0,2.0,False,,0.0,0.0,no_fill,0.0
76504805,limit,buy,2026.04.01 01:38:46,4598.0,2.0,False,,0.0,0.0,no_fill,0.0
76504637,limit,buy,2026.04.01 01:38:12,4598.0,2.0,False,,0.0,0.0,no_fill,0.0
76504563,limit,buy,2026.04.01 01:36:45,4617.0,2.0,False,,0.0,0.0,no_fill,0.0
76504538,limit,buy,2026.04.01 01:36:22,4617.0,2.0,False,,0.0,0.0,no_fill,0.0
76504530,limit,buy,2026.04.01 01:35:40,4617.0,2.0,False,,0.0,0.0,no_fill,0.0
76480545,limit,buy,2026.03.31 18:04:17,4582.5,2.0,False,,0.0,0.0,no_fill,0.0
76480521,limit,buy,2026.03.31 18:04:02,4582.5,2.0,False,,0.0,0.0,no_fill,0.0
76480489,limit,buy,2026.03.31 18:03:41,4582.5,2.0,False,,0.0,0.0,no_fill,0.0
76465408,limit,buy,2026.03.31 16:03:50,4544.0,2.0,False,,0.0,0.0,no_fill,0.0
76465390,limit,buy,2026.03.31 16:03:38,4544.0,2.0,False,,0.0,0.0,no_fill,0.0
76465378,limit,buy,2026.03.31 16:03:25,4544.0,2.0,False,,0.0,0.0,no_fill,0.0
76449146,limit,buy,2026.03.31 12:45:59,4486.0,2.0,False,,0.0,0.0,no_fill,0.0
76449129,limit,buy,2026.03.31 12:45:37,4486.0,2.0,False,,0.0,0.0,no_fill,0.0
76449117,limit,buy,2026.03.31 12:45:23,4486.0,2.0,False,,0.0,0.0,no_fill,0.0
76331238,limit,buy,2026.03.30 09:51:49,4473.0,2.0,False,,0.0,0.0,no_fill,0.0
76331222,limit,buy,2026.03.30 09:51:37,4473.0,2.0,False,,0.0,0.0,no_fill,0.0
76331208,limit,buy,2026.03.30 09:51:26,4473.0,2.0,False,,0.0,0.0,no_fill,0.0
76331149,limit,buy,2026.03.30 09:50:47,4495.0,2.0,True,10.0,0.0,9.82,tp,9.82
76331108,limit,buy,2026.03.30 09:50:24,4495.0,2.0,True,20.0,0.0,19.82,tp,19.82
76331069,limit,buy,2026.03.30 09:50:08,4495.0,2.0,True,30.0,0.0,29.82,tp,29.82
76287926,limit,sell,2026.03.30 01:10:37,4579.0,2.0,True,10.0,0.0,9.82,tp,9.82
76287905,limit,sell,2026.03.30 01:10:16,4579.0,2.0,True,20.0,0.0,19.82,tp,19.82
76287830,limit,sell,2026.03.30 01:09:35,4579.0,2.0,True,10.0,0.0,9.82,tp,9.82
76221912,limit,buy,2026.03.27 13:10:18,4387.1,2.0,False,,0.0,0.0,no_fill,0.0
76221864,limit,buy,2026.03.27 13:09:32,4387.1,2.0,False,,0.0,0.0,no_fill,0.0
76221810,limit,buy,2026.03.27 13:09:11,4387.1,2.0,False,,0.0,0.0,no_fill,0.0
76221657,limit,sell,2026.03.27 13:06:24,4468.2,2.0,False,,0.0,0.0,no_fill,0.0
76221625,limit,sell,2026.03.27 13:05:52,4468.2,2.0,False,,0.0,0.0,no_fill,0.0
76221614,limit,sell,2026.03.27 13:05:34,4468.2,2.0,False,,0.0,0.0,no_fill,0.0
76141714,limit,sell,2026.03.26 16:52:50,4491.0,2.0,False,,0.0,0.0,no_fill,0.0
76141676,limit,sell,2026.03.26 16:52:36,4491.0,2.0,False,,0.0,0.0,no_fill,0.0
76141635,limit,sell,2026.03.26 16:52:22,4491.0,2.0,False,,0.0,0.0,no_fill,0.0
75991035,limit,buy,2026.03.25 09:47:51,4522.5,2.0,True,10.0,0.0,9.82,tp,9.82
75990913,limit,buy,2026.03.25 09:46:17,4522.5,2.0,True,10.0,0.0,9.82,tp,9.82
75990858,limit,buy,2026.03.25 09:45:16,4522.5,2.0,True,10.0,0.0,9.82,tp,9.82
75979502,limit,sell,2026.03.25 07:03:29,4622.5,2.0,False,,0.0,0.0,no_fill,0.0
75976147,limit,sell,2026.03.25 06:07:27,4622.5,2.0,False,,0.0,0.0,no_fill,0.0
75976136,limit,sell,2026.03.25 06:07:17,4622.5,2.0,False,,0.0,0.0,no_fill,0.0
75972158,limit,sell,2026.03.25 05:17:50,4711.7,2.0,False,,0.0,0.0,no_fill,0.0
75972104,limit,sell,2026.03.25 05:16:19,4711.7,2.0,False,,0.0,0.0,no_fill,0.0
75972088,limit,sell,2026.03.25 05:16:04,4711.7,2.0,False,,0.0,0.0,no_fill,0.0
75971867,limit,sell,2026.03.25 05:13:01,4704.7,2.0,False,,0.0,0.0,no_fill,0.0
75971837,limit,sell,2026.03.25 05:12:40,4704.7,2.0,False,,0.0,0.0,no_fill,0.0
75971774,limit,sell,2026.03.25 05:11:54,4704.7,2.0,False,,0.0,0.0,no_fill,0.0
75966917,limit,buy,2026.03.25 04:23:34,4494.5,2.0,False,,0.0,0.0,no_fill,0.0
75966898,limit,buy,2026.03.25 04:23:16,4494.5,2.0,False,,0.0,0.0,no_fill,0.0
75966859,limit,buy,2026.03.25 04:22:40,4494.5,2.0,False,,0.0,0.0,no_fill,0.0
75933547,limit,buy,2026.03.24 18:17:22,3957.0,2.0,False,,0.0,0.0,no_fill,0.0
75933504,limit,buy,2026.03.24 18:16:47,3957.0,2.0,False,,0.0,0.0,no_fill,0.0
75933462,limit,buy,2026.03.24 18:16:18,3957.0,2.0,False,,0.0,0.0,no_fill,0.0
75893207,limit,sell,2026.03.24 13:05:22,4462.5,2.0,False,,0.0,0.0,no_fill,0.0
75880992,limit,sell,2026.03.24 10:59:33,4462.5,2.0,False,,0.0,0.0,no_fill,0.0
75880972,limit,sell,2026.03.24 10:59:18,4462.5,2.0,False,,0.0,0.0,no_fill,0.0
75874335,limit,buy,2026.03.24 10:01:44,4351.0,2.0,False,,0.0,0.0,no_fill,0.0
75874310,limit,buy,2026.03.24 10:01:27,4351.0,2.0,False,,0.0,0.0,no_fill,0.0
75874277,limit,buy,2026.03.24 10:01:11,4351.0,2.0,False,,0.0,0.0,no_fill,0.0
75842939,limit,sell,2026.03.24 05:16:45,4364.0,2.0,False,,0.0,0.0,no_fill,0.0
75730291,limit,buy,2026.03.23 13:32:22,3957.0,2.0,False,,0.0,0.0,no_fill,0.0
75730280,limit,buy,2026.03.23 13:32:09,3957.0,2.0,False,,0.0,0.0,no_fill,0.0
75730257,limit,buy,2026.03.23 13:31:48,3957.0,2.0,False,,0.0,0.0,no_fill,0.0
75532630,limit,sell,2026.03.20 14:15:21,4671.0,2.0,False,,0.0,0.0,no_fill,0.0
75532592,limit,sell,2026.03.20 14:15:00,4671.0,2.0,False,,0.0,0.0,no_fill,0.0
75532556,limit,sell,2026.03.20 14:14:45,4671.0,2.0,False,,0.0,0.0,no_fill,0.0
75523887,limit,sell,2026.03.20 13:03:46,4704.5,2.0,False,,0.0,0.0,no_fill,0.0
75523847,limit,sell,2026.03.20 13:03:29,4704.5,2.0,False,,0.0,0.0,no_fill,0.0
75523798,limit,sell,2026.03.20 13:03:10,4704.5,2.0,False,,0.0,0.0,no_fill,0.0
75426230,limit,buy,2026.03.19 17:19:53,4523.5,2.0,False,,0.0,0.0,no_fill,0.0
75426145,limit,buy,2026.03.19 17:19:36,4523.5,2.0,False,,0.0,0.0,no_fill,0.0
75426024,limit,buy,2026.03.19 17:19:12,4523.5,2.0,False,,0.0,0.0,no_fill,0.0
75319122,limit,sell,2026.03.19 04:47:57,4792.0,2.0,True,10.0,0.0,-5.18,sl,-5.18
75319100,limit,sell,2026.03.19 04:47:43,4792.0,2.0,True,20.0,0.0,-5.18,sl,-5.18
75319089,limit,sell,2026.03.19 04:47:28,4792.0,2.0,True,30.0,0.0,-5.18,sl,-5.18
75315587,limit,sell,2026.03.19 04:15:43,4851.0,2.0,False,,0.0,0.0,no_fill,0.0
75315560,limit,sell,2026.03.19 04:15:29,4851.0,2.0,False,,0.0,0.0,no_fill,0.0
75315532,limit,sell,2026.03.19 04:15:03,4851.0,2.0,False,,0.0,0.0,no_fill,0.0
75262702,limit,sell,2026.03.18 16:40:52,4931.0,2.0,False,,0.0,0.0,no_fill,0.0
75262624,limit,sell,2026.03.18 16:40:29,4931.0,2.0,False,,0.0,0.0,no_fill,0.0
75262530,limit,sell,2026.03.18 16:40:03,4931.0,2.0,False,,0.0,0.0,no_fill,0.0
75250839,limit,sell,2026.03.18 15:57:40,4911.5,2.0,False,,0.0,0.0,no_fill,0.0
75250797,limit,sell,2026.03.18 15:57:24,4911.5,2.0,False,,0.0,0.0,no_fill,0.0
75250743,limit,sell,2026.03.18 15:57:08,4911.5,2.0,False,,0.0,0.0,no_fill,0.0
75213684,limit,sell,2026.03.18 13:07:43,5031.5,2.0,False,,0.0,0.0,no_fill,0.0
75213644,limit,sell,2026.03.18 13:07:14,5031.5,2.0,False,,0.0,0.0,no_fill,0.0
75213619,limit,sell,2026.03.18 13:06:53,5031.5,2.0,False,,0.0,0.0,no_fill,0.0
75213549,limit,sell,2026.03.18 13:06:00,5024.5,2.0,False,,0.0,0.0,no_fill,0.0
75213496,limit,sell,2026.03.18 13:05:32,5024.5,2.0,False,,0.0,0.0,no_fill,0.0
75213455,limit,sell,2026.03.18 13:05:14,5024.5,2.0,False,,0.0,0.0,no_fill,0.0
75198577,limit,sell,2026.03.18 10:02:01,5034.0,2.0,False,,0.0,0.0,no_fill,0.0
75198566,limit,sell,2026.03.18 10:01:45,5034.0,2.0,False,,0.0,0.0,no_fill,0.0
75198546,limit,sell,2026.03.18 10:01:27,5034.0,2.0,False,,0.0,0.0,no_fill,0.0
75185202,limit,sell,2026.03.18 07:07:41,5034.0,2.0,False,,0.0,0.0,no_fill,0.0
75185190,limit,sell,2026.03.18 07:07:22,5034.0,2.0,False,,0.0,0.0,no_fill,0.0
75185172,limit,sell,2026.03.18 07:07:06,5034.0,2.0,False,,0.0,0.0,no_fill,0.0
75169193,limit,buy,2026.03.18 03:23:09,4957.0,2.0,False,,0.0,0.0,no_fill,0.0
75169182,limit,buy,2026.03.18 03:22:48,4957.0,2.0,False,,0.0,0.0,no_fill,0.0
75169175,limit,buy,2026.03.18 03:22:24,4957.0,2.0,False,,0.0,0.0,no_fill,0.0
75169156,limit,sell,2026.03.18 03:21:44,5040.0,2.0,False,,0.0,0.0,no_fill,0.0
75169135,limit,sell,2026.03.18 03:21:23,5040.0,2.0,False,,0.0,0.0,no_fill,0.0
75169113,limit,sell,2026.03.18 03:21:06,5040.0,2.0,False,,0.0,0.0,no_fill,0.0
75130126,limit,sell,2026.03.17 16:12:48,5046.0,2.0,False,,0.0,0.0,no_fill,0.0
75130113,limit,sell,2026.03.17 16:12:37,5046.0,2.0,False,,0.0,0.0,no_fill,0.0
75130076,limit,sell,2026.03.17 16:12:21,5046.0,2.0,False,,0.0,0.0,no_fill,0.0
75130012,limit,sell,2026.03.17 16:11:52,5039.0,2.0,False,,0.0,0.0,no_fill,0.0
75129981,limit,sell,2026.03.17 16:11:38,5039.0,2.0,False,,0.0,0.0,no_fill,0.0
75129933,limit,sell,2026.03.17 16:11:19,5039.0,2.0,False,,0.0,0.0,no_fill,0.0
75114865,limit,sell,2026.03.17 13:17:25,5063.0,2.0,False,,0.0,0.0,no_fill,0.0
75114860,limit,sell,2026.03.17 13:17:15,5063.0,2.0,False,,0.0,0.0,no_fill,0.0
75114840,limit,sell,2026.03.17 13:16:55,5063.0,2.0,False,,0.0,0.0,no_fill,0.0
75114783,limit,sell,2026.03.17 13:16:15,5056.0,2.0,False,,0.0,0.0,no_fill,0.0
75114749,limit,sell,2026.03.17 13:15:51,5056.0,2.0,False,,0.0,0.0,no_fill,0.0
75114724,limit,sell,2026.03.17 13:15:37,5056.0,2.0,False,,0.0,0.0,no_fill,0.0
75098274,limit,sell,2026.03.17 10:13:33,5059.0,2.0,False,,0.0,0.0,no_fill,0.0
75098245,limit,sell,2026.03.17 10:13:24,5059.0,2.0,False,,0.0,0.0,no_fill,0.0
75098235,limit,sell,2026.03.17 10:13:09,5059.0,2.0,False,,0.0,0.0,no_fill,0.0
75080764,limit,buy,2026.03.17 07:17:23,4950.0,2.0,False,,0.0,0.0,no_fill,0.0
75080749,limit,buy,2026.03.17 07:17:09,4950.0,2.0,False,,0.0,0.0,no_fill,0.0
75080731,limit,buy,2026.03.17 07:16:55,4950.0,2.0,False,,0.0,0.0,no_fill,0.0
75080648,limit,buy,2026.03.17 07:15:14,4980.0,2.0,False,,0.0,0.0,no_fill,0.0
75080636,limit,buy,2026.03.17 07:15:00,4980.0,2.0,False,,0.0,0.0,no_fill,0.0
75080629,limit,buy,2026.03.17 07:14:46,4980.0,2.0,False,,0.0,0.0,no_fill,0.0
75073950,limit,buy,2026.03.17 05:14:44,5005.5,2.0,True,10.0,0.0,9.82,tp,9.82
75073932,limit,buy,2026.03.17 05:14:32,5005.5,2.0,True,20.0,0.0,19.82,tp,19.82
75073910,limit,buy,2026.03.17 05:14:13,5005.5,2.0,True,30.0,0.0,-5.18,sl,-5.18
75065536,limit,buy,2026.03.17 03:36:48,4941.0,2.0,False,,0.0,0.0,no_fill,0.0
75065528,limit,buy,2026.03.17 03:36:36,4941.0,2.0,False,,0.0,0.0,no_fill,0.0
75065492,limit,buy,2026.03.17 03:36:11,4941.0,2.0,False,,0.0,0.0,no_fill,0.0
74958901,limit,buy,2026.03.16 07:26:08,4962.6,2.0,False,,0.0,0.0,no_fill,0.0
74958888,limit,buy,2026.03.16 07:25:49,4962.6,2.0,False,,0.0,0.0,no_fill,0.0
74958885,limit,buy,2026.03.16 07:25:31,4962.6,2.0,False,,0.0,0.0,no_fill,0.0
74944723,limit,sell,2026.03.16 04:44:03,5028.5,2.0,False,,0.0,0.0,no_fill,0.0
74944709,limit,sell,2026.03.16 04:43:48,5028.55,2.0,False,,0.0,0.0,no_fill,0.0
74944697,limit,sell,2026.03.16 04:43:34,5028.5,2.0,False,,0.0,0.0,no_fill,0.0
74891626,limit,sell,2026.03.13 19:04:07,5070.5,2.0,False,,0.0,0.0,no_fill,0.0
74891594,limit,sell,2026.03.13 19:03:54,5070.5,2.0,False,,0.0,0.0,no_fill,0.0
74891552,limit,sell,2026.03.13 19:03:40,5070.5,2.0,False,,0.0,0.0,no_fill,0.0
74891183,limit,sell,2026.03.13 19:02:29,5049.5,2.0,True,10.0,0.0,-5.18,sl,-5.18
74883935,limit,sell,2026.03.13 18:22:28,5049.5,2.0,True,10.0,0.0,-5.18,sl,-5.18
74883899,limit,sell,2026.03.13 18:22:10,5049.5,2.0,True,20.0,0.0,-5.18,sl,-5.18
74860697,limit,sell,2026.03.13 16:12:56,5134.5,2.0,False,,0.0,0.0,no_fill,0.0
74860680,limit,sell,2026.03.13 16:12:42,5134.5,2.0,False,,0.0,0.0,no_fill,0.0
74860649,limit,sell,2026.03.13 16:12:25,5134.5,2.0,False,,0.0,0.0,no_fill,0.0
74813910,limit,sell,2026.03.13 09:51:34,5142.5,2.0,False,,0.0,0.0,no_fill,0.0
74813860,limit,sell,2026.03.13 09:51:21,5142.5,2.0,False,,0.0,0.0,no_fill,0.0
74813837,limit,sell,2026.03.13 09:51:05,5142.5,2.0,False,,0.0,0.0,no_fill,0.0
74813781,limit,sell,2026.03.13 09:50:46,5135.5,2.0,False,,0.0,0.0,no_fill,0.0
74813755,limit,sell,2026.03.13 09:50:31,5135.5,2.0,False,,0.0,0.0,no_fill,0.0
74813610,limit,sell,2026.03.13 09:49:33,5135.5,2.0,False,,0.0,0.0,no_fill,0.0
74786768,limit,buy,2026.03.13 04:06:32,5081.0,2.0,False,,0.0,0.0,no_fill,0.0
74786743,limit,buy,2026.03.13 04:06:20,5081.0,2.0,False,,0.0,0.0,no_fill,0.0
74786713,limit,buy,2026.03.13 04:06:02,5081.0,2.0,False,,0.0,0.0,no_fill,0.0
74728100,limit,buy,2026.03.12 16:44:39,5146.5,2.0,True,10.0,0.0,9.82,tp,9.82
74728024,limit,buy,2026.03.12 16:44:25,5146.5,2.0,True,20.0,0.0,-5.18,sl,-5.18
74592303,limit,sell,2026.03.11 16:00:37,5216.0,2.0,False,,0.0,0.0,no_fill,0.0
74592224,limit,sell,2026.03.11 16:00:19,5216.0,2.0,False,,0.0,0.0,no_fill,0.0
74592096,limit,sell,2026.03.11 16:00:05,5216.0,2.0,False,,0.0,0.0,no_fill,0.0
74509376,limit,buy,2026.03.11 03:29:58,5127.0,2.0,True,10.0,0.0,9.82,tp,9.82
74509366,limit,buy,2026.03.11 03:29:42,5127.0,2.0,True,20.0,0.0,19.82,tp,19.82
74509357,limit,buy,2026.03.11 03:29:15,5127.0,2.0,True,30.0,0.0,29.82,tp,29.82
74480489,limit,buy,2026.03.10 19:12:39,5192.0,2.0,False,,0.0,0.0,no_fill,0.0
74479860,limit,buy,2026.03.10 19:03:33,5192.0,2.0,False,,0.0,0.0,no_fill,0.0
74452439,limit,buy,2026.03.10 16:09:31,5168.0,2.0,False,,0.0,0.0,no_fill,0.0
74452411,limit,buy,2026.03.10 16:09:16,5168.0,2.0,False,,0.0,0.0,no_fill,0.0
74452353,limit,buy,2026.03.10 16:09:03,5168.0,2.0,False,,0.0,0.0,no_fill,0.0
74447934,limit,buy,2026.03.10 15:39:34,5122.0,2.0,False,,0.0,0.0,no_fill,0.0
74447909,limit,buy,2026.03.10 15:39:21,5122.0,2.0,False,,0.0,0.0,no_fill,0.0
74447895,limit,buy,2026.03.10 15:39:08,5122.0,2.0,False,,0.0,0.0,no_fill,0.0
74447879,limit,buy,2026.03.10 15:38:49,5142.0,2.0,False,,0.0,0.0,no_fill,0.0
74447858,limit,buy,2026.03.10 15:38:37,5142.0,2.0,False,,0.0,0.0,no_fill,0.0
74447828,limit,buy,2026.03.10 15:38:20,5142.0,2.0,False,,0.0,0.0,no_fill,0.0
74396317,limit,buy,2026.03.10 07:01:27,5125.0,2.0,False,,0.0,0.0,no_fill,0.0
74396289,limit,buy,2026.03.10 07:01:16,5125.0,2.0,False,,0.0,0.0,no_fill,0.0
74396269,limit,buy,2026.03.10 07:01:05,5125.0,2.0,False,,0.0,0.0,no_fill,0.0
74396248,limit,buy,2026.03.10 07:00:50,5134.5,2.0,False,,0.0,0.0,no_fill,0.0
74396206,limit,buy,2026.03.10 07:00:36,5134.5,2.0,False,,0.0,0.0,no_fill,0.0
74396184,limit,buy,2026.03.10 07:00:23,5134.5,2.0,False,,0.0,0.0,no_fill,0.0
74369758,limit,buy,2026.03.10 03:02:15,5100.0,2.0,False,,0.0,0.0,no_fill,0.0
74369730,limit,buy,2026.03.10 03:02:01,5100.0,2.0,False,,0.0,0.0,no_fill,0.0
74369550,limit,buy,2026.03.10 03:00:50,5111.5,2.0,True,10.0,0.0,9.82,tp,9.82
74369504,limit,buy,2026.03.10 03:00:31,5109.5,2.0,False,,0.0,0.0,no_fill,0.0
74369469,limit,buy,2026.03.10 03:00:18,5109.5,2.0,False,,0.0,0.0,no_fill,0.0
74345457,limit,buy,2026.03.09 18:46:34,5069.5,2.0,False,,0.0,0.0,no_fill,0.0
74345430,limit,buy,2026.03.09 18:46:21,5069.5,2.0,False,,0.0,0.0,no_fill,0.0
74345374,limit,buy,2026.03.09 18:46:05,5069.5,2.0,False,,0.0,0.0,no_fill,0.0
74342888,limit,buy,2026.03.09 18:23:51,5068.5,2.0,False,,0.0,0.0,no_fill,0.0
74342757,limit,buy,2026.03.09 18:23:23,5068.5,2.0,False,,0.0,0.0,no_fill,0.0
74320203,limit,buy,2026.03.09 16:35:01,5067.7,2.0,True,10.0,0.0,9.82,tp,9.82
74320117,limit,buy,2026.03.09 16:34:42,5067.7,2.0,True,10.0,0.0,9.82,tp,9.82
74320062,limit,buy,2026.03.09 16:34:28,5067.7,2.0,True,20.0,0.0,19.82,tp,19.82
74265589,limit,buy,2026.03.09 10:13:01,5089.0,2.0,False,,0.0,0.0,no_fill,0.0
74265551,limit,buy,2026.03.09 10:12:43,5089.0,2.0,False,,0.0,0.0,no_fill,0.0
74265539,limit,buy,2026.03.09 10:12:30,5089.0,2.0,False,,0.0,0.0,no_fill,0.0
74235400,limit,buy,2026.03.09 06:58:06,5055.7,2.0,False,,0.0,0.0,no_fill,0.0
74235371,limit,buy,2026.03.09 06:57:44,5055.7,2.0,False,,0.0,0.0,no_fill,0.0
74235350,limit,buy,2026.03.09 06:57:24,5055.7,2.0,False,,0.0,0.0,no_fill,0.0
74218158,limit,buy,2026.03.09 05:03:54,5041.0,2.0,False,,0.0,0.0,no_fill,0.0
74218097,limit,buy,2026.03.09 05:03:39,5041.0,2.0,False,,0.0,0.0,no_fill,0.0
74218044,limit,buy,2026.03.09 05:03:22,5041.0,2.0,False,,0.0,0.0,no_fill,0.0
74020209,limit,buy,2026.03.06 01:18:13,4883.5,2.0,False,,0.0,0.0,no_fill,0.0
74020174,limit,buy,2026.03.06 01:17:48,4883.5,2.0,False,,0.0,0.0,no_fill,0.0
74020161,limit,buy,2026.03.06 01:17:21,4883.5,2.0,False,,0.0,0.0,no_fill,0.0
74020138,limit,buy,2026.03.06 01:16:38,4921.6,2.0,False,,0.0,0.0,no_fill,0.0
74020131,limit,buy,2026.03.06 01:16:23,4921.6,2.0,False,,0.0,0.0,no_fill,0.0
74020122,limit,buy,2026.03.06 01:15:34,4921.6,2.0,False,,0.0,0.0,no_fill,0.0
74020090,limit,sell,2026.03.06 01:14:49,5144.0,2.0,False,,0.0,0.0,no_fill,0.0
74020084,limit,sell,2026.03.06 01:14:22,5144.0,2.0,False,,0.0,0.0,no_fill,0.0
74020038,limit,sell,2026.03.06 01:13:04,5144.0,2.0,False,,0.0,0.0,no_fill,0.0
73953279,limit,sell,2026.03.05 15:37:53,5142.0,2.0,True,10.0,0.0,-5.18,sl,-5.18
73953225,limit,sell,2026.03.05 15:37:32,5142.0,2.0,True,20.0,0.0,-5.18,sl,-5.18
73953130,limit,sell,2026.03.05 15:37:17,5142.0,2.0,True,30.0,0.0,-5.18,sl,-5.18
73842091,limit,buy,2026.03.05 01:15:02,5053.0,2.0,True,10.0,0.0,9.82,tp,9.82
73842056,limit,buy,2026.03.05 01:14:42,5053.0,2.0,True,10.0,0.0,9.82,tp,9.82
73842037,limit,buy,2026.03.05 01:14:23,5053.0,2.0,True,20.0,0.0,19.82,tp,19.82
73841671,limit,sell,2026.03.05 01:11:45,5244.0,2.0,False,,0.0,0.0,no_fill,0.0
73841656,limit,sell,2026.03.05 01:11:22,5244.0,2.0,False,,0.0,0.0,no_fill,0.0
73841611,limit,sell,2026.03.05 01:10:32,5244.0,2.0,False,,0.0,0.0,no_fill,0.0
73755332,limit,sell,2026.03.04 10:36:24,5184.5,2.0,False,,0.0,0.0,no_fill,0.0
73755295,limit,sell,2026.03.04 10:36:06,5184.5,2.0,False,,0.0,0.0,no_fill,0.0
73755137,limit,sell,2026.03.04 10:35:39,5184.5,2.0,False,,0.0,0.0,no_fill,0.0
73685256,limit,buy,2026.03.04 01:08:57,5046.3,2.0,False,,0.0,0.0,no_fill,0.0
73685218,limit,buy,2026.03.04 01:08:30,5046.3,2.0,False,,0.0,0.0,no_fill,0.0
73685186,limit,buy,2026.03.04 01:08:09,5046.3,2.0,False,,0.0,0.0,no_fill,0.0
73685169,limit,buy,2026.03.04 01:07:32,5056.3,2.0,False,,0.0,0.0,no_fill,0.0
