ticket,source,direction,open_time,entry,tp_pts_used,orig_net,latest_net,latest_exit,delta,orig_exit,limit_offset,filled
73230887,market,buy,2026.03.03 13:07:50,5211.0,20.0,-3.6500000000000004,19.82,tp,23.47,sl,,
73230932,market,buy,2026.03.03 13:07:50,5211.0,30.0,-3.6500000000000004,29.82,tp,33.47,sl,,
73230766,market,buy,2026.03.03 11:27:16,5239.0,10.0,-3.48,9.82,tp,13.3,sl,,
73230730,market,buy,2026.03.03 11:27:16,5239.0,20.0,-3.48,19.82,tp,23.3,sl,,
73230789,market,buy,2026.03.03 11:27:16,5239.0,30.0,-3.48,29.82,tp,33.3,sl,,
73544398,market,buy,2026.03.03 10:40:01,5300.0,10.0,-5.239999999999999,9.82,tp,15.059999999999999,sl,,
73544341,market,buy,2026.03.03 10:40:01,5300.0,20.0,-5.239999999999999,19.82,tp,25.06,sl,,
73544313,market,buy,2026.03.03 10:40:01,5300.0,30.0,9.82,29.82,tp,20.0,tp,,
73540494,market,buy,2026.03.03 10:23:44,5316.2,10.0,-3.44,-3.4400000000002184,time,-2.184918912462308e-13,sl,,
73540397,market,buy,2026.03.03 10:23:44,5316.2,20.0,-3.44,-3.4400000000002184,time,-2.184918912462308e-13,sl,,
73540585,market,buy,2026.03.03 10:23:44,5316.2,30.0,-3.44,-3.4400000000002184,time,-2.184918912462308e-13,sl,,
73460307,market,buy,2026.03.03 08:12:31,5297.0,10.0,-3.21,9.82,tp,13.030000000000001,sl,,
73460286,market,buy,2026.03.03 08:12:31,5297.0,20.0,-3.21,19.82,tp,23.03,sl,,
73460220,market,buy,2026.03.03 08:12:31,5297.0,30.0,-3.21,29.82,tp,33.03,sl,,
73460165,market,buy,2026.03.03 07:56:09,5307.0,10.0,-3.3200000000000003,9.82,tp,13.14,sl,,
73460158,market,buy,2026.03.03 07:56:09,5307.0,20.0,9.82,19.82,tp,10.0,tp,,
73460178,market,buy,2026.03.03 07:56:09,5307.0,30.0,-3.3200000000000003,29.82,tp,33.14,sl,,
73476474,market,buy,2026.03.03 07:49:27,5326.5,10.0,-3.79,9.82,tp,13.61,sl,,
73476410,market,buy,2026.03.03 07:49:27,5326.5,20.0,-3.79,19.82,tp,23.61,sl,,
73476356,market,buy,2026.03.03 07:49:27,5326.5,30.0,-3.79,29.82,tp,33.61,sl,,
73262242,market,buy,2026.03.02 16:26:14,5314.18,30.0,-3.77,29.82,tp,33.59,sl,,
73262178,market,buy,2026.03.02 16:26:14,5314.18,30.0,-3.77,29.82,tp,33.59,sl,,
73262287,market,buy,2026.03.02 16:26:14,5314.18,30.0,-3.77,29.82,tp,33.59,sl,,
73282888,market,buy,2026.03.02 16:26:07,5324.2,10.0,-3.6500000000000004,9.82,tp,13.47,sl,,
73282878,market,buy,2026.03.02 16:26:07,5324.2,20.0,-3.6500000000000004,19.82,tp,23.47,sl,,
73282865,market,buy,2026.03.02 16:26:07,5324.2,30.0,-3.6500000000000004,29.82,tp,33.47,sl,,
73376849,market,buy,2026.03.02 16:10:15,5366.0,10.0,-3.5500000000000003,9.82,tp,13.370000000000001,sl,,
73376766,market,buy,2026.03.02 16:10:15,5366.0,20.0,9.82,19.82,tp,10.0,tp,,
73377050,market,buy,2026.03.02 16:10:15,5366.0,30.0,-3.5500000000000003,29.82,tp,33.37,sl,,
73341514,market,buy,2026.03.02 13:45:59,5376.22,10.0,-3.66,9.82,tp,13.48,sl,,
73341422,market,buy,2026.03.02 13:45:59,5376.22,20.0,26.75,19.82,tp,-6.93,tp,,
73341247,market,buy,2026.03.02 13:45:59,5376.22,30.0,9.6,9.599999999999746,time,-2.540190280342358e-13,tp,,
73164603,market,buy,2026.02.27 15:40:49,5214.23,10.0,-3.44,-5.18,sl,-1.7399999999999998,sl,,
73164681,market,buy,2026.02.27 15:40:49,5214.23,20.0,0.69,-5.18,sl,-5.869999999999999,other,,
73134780,market,sell,2026.02.27 15:23:17,5230.0,10.0,-5.25,9.82,tp,15.07,sl,,
73134726,market,sell,2026.02.27 15:23:17,5230.0,20.0,-5.25,19.82,tp,25.07,sl,,
73134767,market,sell,2026.02.27 15:23:17,5230.0,30.0,-5.25,29.82,tp,35.07,sl,,
73087109,market,sell,2026.02.27 15:15:26,5217.0,10.0,-3.4000000000000004,9.82,tp,13.22,sl,,
73087098,market,sell,2026.02.27 15:15:26,5217.0,20.0,-3.4000000000000004,19.82,tp,23.22,sl,,
73087126,market,sell,2026.02.27 15:15:26,5217.0,30.0,-3.4000000000000004,29.82,tp,33.22,sl,,
72903821,market,buy,2026.02.26 17:27:55,5131.89,30.0,32.98,29.82,tp,-3.1599999999999966,tp,,
72903785,market,buy,2026.02.26 17:27:55,5131.89,30.0,9.93,29.82,tp,19.89,tp,,
72903859,market,buy,2026.02.26 17:27:55,5131.89,30.0,50.04,29.82,tp,-20.22,other,,
73023593,market,buy,2026.02.26 17:27:54,5137.5,10.0,-3.87,9.82,tp,13.690000000000001,sl,,
73023570,market,buy,2026.02.26 17:27:54,5137.5,20.0,-3.87,19.82,tp,23.69,sl,,
73023554,market,buy,2026.02.26 17:27:54,5137.5,30.0,-3.87,29.82,tp,33.69,sl,,
72968623,market,buy,2026.02.26 13:53:54,5166.0,10.0,-3.5,-3.499999999999709,time,2.90878432451791e-13,sl,,
72968516,market,buy,2026.02.26 13:53:54,5166.0,20.0,-3.5,-3.499999999999709,time,2.90878432451791e-13,sl,,
72968752,market,buy,2026.02.26 13:53:54,5166.0,30.0,-3.5,-3.499999999999709,time,2.90878432451791e-13,sl,,
72955466,market,sell,2026.02.26 02:29:51,5186.38,10.0,-3.21,9.82,tp,13.030000000000001,sl,,
72955288,market,sell,2026.02.26 02:29:51,5186.38,20.0,-3.21,19.82,tp,23.03,sl,,
72955367,market,sell,2026.02.26 02:29:51,5186.38,30.0,-3.21,-3.2099999999997455,time,2.544631172440859e-13,sl,,
72735661,market,buy,2026.02.24 15:59:25,5123.0,10.0,-6.319999999999999,9.82,tp,16.14,sl,,
72735554,market,buy,2026.02.24 15:59:25,5123.0,20.0,-6.319999999999999,19.82,tp,26.14,sl,,
72735718,market,buy,2026.02.24 15:59:25,5123.0,30.0,-6.319999999999999,29.82,tp,36.14,sl,,
72783259,market,buy,2026.02.24 15:39:43,5138.42,10.0,-3.3600000000000003,9.82,tp,13.18,sl,,
72783271,market,buy,2026.02.24 15:39:43,5138.42,20.0,-3.3600000000000003,19.82,tp,23.18,sl,,
72783276,market,buy,2026.02.24 15:39:43,5138.42,30.0,-3.3600000000000003,-3.360000000000291,time,-2.90878432451791e-13,sl,,
72735802,market,buy,2026.02.24 14:19:15,5151.0,10.0,-4.05,9.82,tp,13.870000000000001,sl,,
72735843,market,buy,2026.02.24 14:19:15,5151.0,20.0,-4.05,19.82,tp,23.87,sl,,
72735786,market,buy,2026.02.24 14:19:15,5151.0,30.0,-4.05,-4.049999999999891,time,1.092459456231154e-13,sl,,
72715508,market,buy,2026.02.24 03:16:32,5151.0,10.0,-3.5,9.82,tp,13.32,sl,,
72715547,market,buy,2026.02.24 03:16:32,5151.0,20.0,-3.5,19.82,tp,23.32,sl,,
72715533,market,buy,2026.02.24 03:16:32,5151.0,30.0,-3.5,29.82,tp,33.32,sl,,
72715477,market,buy,2026.02.24 03:15:18,5166.0,10.0,-3.21,9.82,tp,13.030000000000001,sl,,
72715347,market,buy,2026.02.24 03:15:18,5166.0,20.0,-3.21,19.82,tp,23.03,sl,,
72715176,market,buy,2026.02.24 03:15:18,5166.0,30.0,-3.21,29.82,tp,33.03,sl,,
72715066,market,buy,2026.02.24 03:00:11,5208.71,10.0,-3.3000000000000003,9.82,tp,13.120000000000001,sl,,
72715134,market,buy,2026.02.24 03:00:11,5208.71,20.0,-3.3000000000000003,19.82,tp,23.12,sl,,
72715100,market,buy,2026.02.24 03:00:11,5208.71,30.0,-3.3000000000000003,-3.299999999999891,time,1.092459456231154e-13,sl,,
72452143,market,sell,2026.02.20 19:54:12,5075.92,10.0,-3.7600000000000002,9.82,tp,13.58,sl,,
72452028,market,sell,2026.02.20 19:54:12,5075.92,20.0,-3.7600000000000002,19.82,tp,23.580000000000002,sl,,
72451917,market,sell,2026.02.20 19:54:12,5075.92,30.0,16.84,16.840000000000437,time,4.369837824924616e-13,tp,,
72426887,market,buy,2026.02.19 16:34:19,4971.5,10.0,-6.72,9.82,tp,16.54,sl,,
72408498,market,sell,2026.02.19 07:10:08,4991.0,10.0,-3.44,9.82,tp,13.26,sl,,
72408521,market,sell,2026.02.19 07:10:08,4991.0,20.0,-3.44,-3.4400000000002184,time,-2.184918912462308e-13,sl,,
72408532,market,sell,2026.02.19 07:10:08,4991.0,30.0,-3.44,-3.4400000000002184,time,-2.184918912462308e-13,sl,,
72362965,market,sell,2026.02.18 15:36:00,4960.0,10.0,-3.22,9.82,tp,13.040000000000001,sl,,
72362959,market,sell,2026.02.18 15:36:00,4960.0,20.0,-3.22,19.82,tp,23.04,sl,,
72362938,market,sell,2026.02.18 15:36:00,4960.0,30.0,-3.22,29.82,tp,33.04,sl,,
72323120,market,buy,2026.02.18 01:59:03,4858.5,10.0,17.330000000000002,9.82,tp,-7.510000000000002,tp,,
72323197,market,buy,2026.02.18 01:59:03,4858.5,20.0,60.42,19.82,tp,-40.6,other,,
72323174,market,buy,2026.02.18 01:59:03,4858.5,30.0,33.47,33.46999999999964,time,-3.623767952376511e-13,tp,,
72249070,market,buy,2026.02.17 16:01:37,4845.0,10.0,31.82,9.82,tp,-22.0,tp,,
72249201,market,buy,2026.02.17 16:01:37,4845.0,20.0,40.38,19.82,tp,-20.560000000000002,other,,
72249262,market,buy,2026.02.17 16:01:37,4845.0,30.0,548.71,23.560000000000002,tp,-525.1500000000001,tp,,
72248757,market,sell,2026.02.17 12:11:25,4933.55,10.0,-3.8000000000000003,9.82,tp,13.620000000000001,sl,,
72248730,market,sell,2026.02.17 12:11:25,4933.55,20.0,-3.8000000000000003,-3.799999999999891,time,1.092459456231154e-13,sl,,
72248702,market,sell,2026.02.17 12:11:25,4933.55,30.0,-3.8000000000000003,-3.799999999999891,time,1.092459456231154e-13,sl,,
72223847,market,buy,2026.02.17 07:14:05,4932.0,10.0,-4.22,9.82,tp,14.04,sl,,
72223838,market,buy,2026.02.17 07:14:05,4932.0,20.0,-4.22,19.82,tp,24.04,sl,,
72223831,market,buy,2026.02.17 07:14:05,4932.0,30.0,-4.22,-4.219999999999963,time,3.6415315207705135e-14,sl,,
72211647,market,sell,2026.02.17 04:20:08,4969.0,10.0,33.97,9.82,tp,-24.15,tp,,
72211631,market,sell,2026.02.17 04:20:08,4969.0,20.0,16.97,16.969999999999636,time,-3.623767952376511e-13,tp,,
72211667,market,sell,2026.02.17 04:20:08,4969.0,30.0,56.97,56.96999999999964,time,-3.623767952376511e-13,tp,,
72205102,market,buy,2026.02.17 02:58:28,4938.0,10.0,-3.49,-3.4900000000004003,time,-4.001243780749064e-13,sl,,
72204996,market,buy,2026.02.17 02:58:28,4938.0,20.0,-3.49,-3.4900000000004003,time,-4.001243780749064e-13,sl,,
72204942,market,buy,2026.02.17 02:58:28,4938.0,30.0,-3.49,-3.4900000000004003,time,-4.001243780749064e-13,sl,,
72159488,market,buy,2026.02.16 17:03:01,4975.5,10.0,-3.3000000000000003,9.82,tp,13.120000000000001,sl,,
72159444,market,buy,2026.02.16 17:03:01,4975.5,20.0,-3.3000000000000003,19.82,tp,23.12,sl,,
72159469,market,buy,2026.02.16 17:03:01,4975.5,30.0,-3.3000000000000003,-3.299999999999891,time,1.092459456231154e-13,sl,,
72037916,market,sell,2026.02.13 10:10:40,4988.5,10.0,16.42,9.82,tp,-6.600000000000001,tp,,
72037929,market,sell,2026.02.13 10:10:40,4988.5,20.0,33.47,19.82,tp,-13.649999999999999,tp,,
72037953,market,sell,2026.02.13 10:10:40,4988.5,30.0,53.36,53.359999999999964,time,-3.552713678800501e-14,tp,,
72020249,market,buy,2026.02.13 07:52:31,4954.5,10.0,-3.3800000000000003,9.82,tp,13.200000000000001,sl,,
72020251,market,buy,2026.02.13 07:52:31,4954.5,20.0,-3.3800000000000003,19.82,tp,23.2,sl,,
72020239,market,buy,2026.02.13 07:52:31,4954.5,30.0,-3.3800000000000003,-3.3799999999998183,time,1.8207657603852567e-13,sl,,
71435565,market,buy,2026.02.12 18:17:37,4931.56,10.0,-5.77,9.82,tp,15.59,sl,,
71435517,market,buy,2026.02.12 18:17:37,4931.56,20.0,-5.77,19.82,tp,25.59,sl,,
71435481,market,buy,2026.02.12 18:17:37,4931.56,30.0,-5.77,29.82,tp,35.59,sl,,
71836507,market,buy,2026.02.12 18:14:28,4965.07,10.0,-3.62,9.82,tp,13.440000000000001,sl,,
71836485,market,buy,2026.02.12 18:14:28,4965.07,20.0,-3.62,19.82,tp,23.44,sl,,
71836534,market,buy,2026.02.12 18:14:28,4965.07,30.0,-3.62,29.82,tp,33.44,sl,,
71715330,market,buy,2026.02.12 18:11:47,5015.0,10.0,-3.18,9.82,tp,13.0,sl,,
71715258,market,buy,2026.02.12 18:11:47,5015.0,20.0,-3.18,19.82,tp,23.0,sl,,
71715211,market,buy,2026.02.12 18:11:47,5015.0,30.0,-3.18,29.82,tp,33.0,sl,,
71912940,market,buy,2026.02.12 16:57:04,5041.08,10.0,26.79,9.82,tp,-16.97,tp,,
71912849,market,buy,2026.02.12 16:57:04,5041.08,20.0,16.79,19.82,tp,3.030000000000001,tp,,
71912975,market,buy,2026.02.12 16:57:04,5041.08,30.0,-3.48,29.82,tp,33.3,sl,,
71760770,market,buy,2026.02.11 14:41:20,5058.0,10.0,-4.02,9.82,tp,13.84,sl,,
71760685,market,buy,2026.02.11 14:41:20,5058.0,20.0,-4.02,19.82,tp,23.84,sl,,
71760796,market,buy,2026.02.11 14:41:20,5058.0,30.0,-4.02,29.82,tp,33.84,sl,,
71660156,market,buy,2026.02.10 17:37:22,5015.0,10.0,-3.18,9.82,tp,13.0,sl,,
71660138,market,buy,2026.02.10 17:37:22,5015.0,20.0,-3.18,19.82,tp,23.0,sl,,
71660173,market,buy,2026.02.10 17:37:22,5015.0,30.0,-3.18,29.82,tp,33.0,sl,,
71590685,market,buy,2026.02.10 04:35:58,5042.7,20.0,-2.12,-5.18,sl,-3.0599999999999996,sl,,
71590558,market,buy,2026.02.10 04:35:39,5044.0,10.0,-3.4200000000000004,-5.18,sl,-1.7599999999999993,sl,,
71569432,market,buy,2026.02.10 01:23:21,5007.92,10.0,-2.54,-2.5399999999996727,time,3.2729374765949615e-13,sl,,
71569349,market,buy,2026.02.10 01:23:21,5007.92,20.0,-2.54,-2.5399999999996727,time,3.2729374765949615e-13,sl,,
71569442,market,buy,2026.02.10 01:23:21,5007.92,30.0,-2.54,-2.5399999999996727,time,3.2729374765949615e-13,sl,,
71569292,market,buy,2026.02.10 01:16:05,5018.88,10.0,2.8299999999999996,2.830000000000218,time,2.184918912462308e-13,other,,
71569271,market,buy,2026.02.10 01:15:57,5018.5,10.0,3.2399999999999998,3.2400000000000726,time,7.283063041541027e-14,other,,
71442712,market,sell,2026.02.09 17:33:14,5051.09,10.0,-3.72,9.82,tp,13.540000000000001,sl,,
71442666,market,sell,2026.02.09 17:33:14,5051.09,20.0,-3.72,19.82,tp,23.54,sl,,
71442697,market,sell,2026.02.09 17:33:14,5051.09,30.0,-3.72,-3.719999999999964,time,3.6415315207705135e-14,sl,,
71531657,market,sell,2026.02.09 16:32:49,5032.0,10.0,-3.19,9.82,tp,13.01,sl,,
71531450,market,sell,2026.02.09 16:32:49,5032.0,20.0,-3.19,19.82,tp,23.01,sl,,
71531409,market,sell,2026.02.09 16:32:49,5032.0,30.0,-3.19,29.82,tp,33.01,sl,,
71518714,market,buy,2026.02.09 15:42:11,4997.5,10.0,34.42,9.82,tp,-24.6,tp,,
71518748,market,buy,2026.02.09 15:42:11,4997.5,20.0,-4.59,19.34,tp,23.93,sl,,
71518615,market,buy,2026.02.09 15:42:11,4997.5,30.0,17.36,17.359999999999964,time,-3.552713678800501e-14,tp,,
71470696,market,buy,2026.02.09 12:27:43,4988.0,10.0,-3.5100000000000002,9.82,tp,13.33,sl,,
71470712,market,buy,2026.02.09 12:27:43,4988.0,20.0,-3.5100000000000002,19.82,tp,23.330000000000002,sl,,
71470674,market,buy,2026.02.09 12:27:43,4988.0,30.0,-3.5100000000000002,29.82,tp,33.33,sl,,
71457977,market,sell,2026.02.09 05:25:03,5024.0,10.0,-3.2,9.82,tp,13.02,sl,,
71457960,market,sell,2026.02.09 05:25:03,5024.0,20.0,-3.2,19.82,tp,23.02,sl,,
71457941,market,sell,2026.02.09 05:25:03,5024.0,30.0,-3.2,29.82,tp,33.02,sl,,
71437788,market,sell,2026.02.09 01:29:58,5024.76,10.0,0.25,0.25000000000029104,time,2.910449659054848e-13,other,,
81078164,limit,sell,2026.05.22 07:21:42,4555.0,,0.0,0.0,no_fill,0.0,,2.0,False
81078140,limit,sell,2026.05.22 07:21:21,4554.0,,0.0,0.0,no_fill,0.0,,2.0,False
81078106,limit,sell,2026.05.22 07:20:31,4553.0,,0.0,0.0,no_fill,0.0,,2.0,False
81056154,limit,buy,2026.05.22 01:12:28,4514.0,,0.0,0.0,no_fill,0.0,,2.0,False
81056145,limit,buy,2026.05.22 01:12:05,4515.0,,0.0,0.0,no_fill,0.0,,2.0,False
81056140,limit,buy,2026.05.22 01:11:46,4516.0,,0.0,0.0,no_fill,0.0,,2.0,False
80992262,limit,buy,2026.05.21 13:03:39,4494.0,,0.0,0.0,no_fill,0.0,,2.0,False
80992238,limit,buy,2026.05.21 13:03:19,4495.0,,0.0,0.0,no_fill,0.0,,2.0,False
80992200,limit,buy,2026.05.21 13:02:38,4496.0,,0.0,0.0,no_fill,0.0,,2.0,False
80974256,limit,sell,2026.05.21 10:25:29,4541.0,20.0,0.0,19.82,tp,19.82,,2.0,True
80974202,limit,sell,2026.05.21 10:25:14,4540.0,10.0,0.0,9.82,tp,9.82,,2.0,True
80974029,limit,sell,2026.05.21 10:24:55,4539.0,10.0,0.0,9.82,tp,9.82,,2.0,True
80900806,limit,buy,2026.05.20 18:34:39,4451.5,,0.0,0.0,no_fill,0.0,,2.0,False
80900754,limit,buy,2026.05.20 18:34:10,4450.5,,0.0,0.0,no_fill,0.0,,2.0,False
80900676,limit,buy,2026.05.20 18:33:17,4449.5,,0.0,0.0,no_fill,0.0,,2.0,False
80899815,limit,sell,2026.05.20 18:27:08,4553.0,,0.0,0.0,no_fill,0.0,,2.0,False
80899722,limit,sell,2026.05.20 18:26:38,4554.0,,0.0,0.0,no_fill,0.0,,2.0,False
80899445,limit,sell,2026.05.20 18:25:17,4555.0,,0.0,0.0,no_fill,0.0,,2.0,False
80873280,limit,buy,2026.05.20 16:08:25,4465.0,,0.0,0.0,no_fill,0.0,,2.0,False
80873249,limit,buy,2026.05.20 16:08:09,4468.0,10.0,0.0,9.82,tp,9.82,,2.0,True
80873171,limit,buy,2026.05.20 16:07:31,4469.0,10.0,0.0,9.82,tp,9.82,,2.0,True
80749349,limit,sell,2026.05.19 16:42:26,4517.5,,0.0,0.0,no_fill,0.0,,2.0,False
80749246,limit,sell,2026.05.19 16:42:05,4516.5,,0.0,0.0,no_fill,0.0,,2.0,False
80749150,limit,sell,2026.05.19 16:41:46,4513.5,10.0,0.0,9.82,tp,9.82,,2.0,True
80735996,limit,sell,2026.05.19 15:59:45,4572.0,,0.0,0.0,no_fill,0.0,,2.0,False
80735997,limit,sell,2026.05.19 15:59:45,4573.0,,0.0,0.0,no_fill,0.0,,2.0,False
80735853,limit,sell,2026.05.19 15:57:42,4571.0,,0.0,0.0,no_fill,0.0,,2.0,False
80721005,limit,sell,2026.05.19 13:37:55,4597.0,,0.0,0.0,no_fill,0.0,,2.0,False
80720970,limit,sell,2026.05.19 13:37:39,4596.0,,0.0,0.0,no_fill,0.0,,2.0,False
80720962,limit,sell,2026.05.19 13:37:13,4595.0,,0.0,0.0,no_fill,0.0,,2.0,False
80720375,limit,sell,2026.05.19 13:22:54,4587.0,,0.0,0.0,no_fill,0.0,,2.0,False
80720359,limit,sell,2026.05.19 13:22:37,4586.0,,0.0,0.0,no_fill,0.0,,2.0,False
80720351,limit,sell,2026.05.19 13:22:17,4585.0,,0.0,0.0,no_fill,0.0,,2.0,False
80667126,limit,sell,2026.05.19 05:10:04,4581.0,,0.0,0.0,no_fill,0.0,,2.0,False
80667079,limit,sell,2026.05.19 05:09:41,4580.0,,0.0,0.0,no_fill,0.0,,2.0,False
80667003,limit,sell,2026.05.19 05:09:20,4579.0,,0.0,0.0,no_fill,0.0,,2.0,False
80615999,limit,buy,2026.05.18 16:18:51,4517.0,10.0,0.0,-5.18,sl,-5.18,,2.0,True
80615982,limit,buy,2026.05.18 16:18:34,4516.0,20.0,0.0,-5.18,sl,-5.18,,2.0,True
80615968,limit,buy,2026.05.18 16:18:20,4515.0,30.0,0.0,-5.18,sl,-5.18,,2.0,True
80614621,limit,sell,2026.05.18 16:04:45,4597.0,,0.0,0.0,no_fill,0.0,,2.0,False
80614445,limit,sell,2026.05.18 16:03:34,4596.0,,0.0,0.0,no_fill,0.0,,2.0,False
80614256,limit,sell,2026.05.18 16:02:35,4595.0,,0.0,0.0,no_fill,0.0,,2.0,False
80577101,limit,buy,2026.05.18 10:09:17,4501.0,,0.0,0.0,no_fill,0.0,,2.0,False
80576994,limit,buy,2026.05.18 10:08:45,4502.0,,0.0,0.0,no_fill,0.0,,2.0,False
80576971,limit,buy,2026.05.18 10:08:18,4503.0,,0.0,0.0,no_fill,0.0,,2.0,False
80576933,limit,sell,2026.05.18 10:07:40,4583.0,,0.0,0.0,no_fill,0.0,,2.0,False
80576918,limit,sell,2026.05.18 10:07:25,4582.0,,0.0,0.0,no_fill,0.0,,2.0,False
80576897,limit,sell,2026.05.18 10:07:02,4581.0,,0.0,0.0,no_fill,0.0,,2.0,False
80513250,limit,sell,2026.05.18 01:21:31,4621.0,,0.0,0.0,no_fill,0.0,,2.0,False
80513192,limit,sell,2026.05.18 01:21:00,4620.0,,0.0,0.0,no_fill,0.0,,2.0,False
80513134,limit,sell,2026.05.18 01:20:25,4619.0,,0.0,0.0,no_fill,0.0,,2.0,False
80468142,limit,sell,2026.05.15 16:03:32,4575.0,,0.0,0.0,no_fill,0.0,,2.0,False
80468096,limit,sell,2026.05.15 16:03:09,4574.0,,0.0,0.0,no_fill,0.0,,2.0,False
80468032,limit,sell,2026.05.15 16:02:53,4573.0,,0.0,0.0,no_fill,0.0,,2.0,False
80448448,limit,sell,2026.05.15 12:58:35,4572.0,20.0,0.0,19.82,tp,19.82,,2.0,True
80448423,limit,sell,2026.05.15 12:58:17,4571.0,10.0,0.0,9.82,tp,9.82,,2.0,True
80364068,limit,sell,2026.05.15 01:20:17,4682.0,,0.0,0.0,no_fill,0.0,,2.0,False
80364021,limit,sell,2026.05.15 01:19:58,4681.0,,0.0,0.0,no_fill,0.0,,2.0,False
80364006,limit,sell,2026.05.15 01:19:28,4680.0,,0.0,0.0,no_fill,0.0,,2.0,False
80323679,limit,sell,2026.05.14 15:53:00,4730.3,,0.0,0.0,no_fill,0.0,,2.0,False
80323642,limit,sell,2026.05.14 15:52:43,4729.3,,0.0,0.0,no_fill,0.0,,2.0,False
80323605,limit,sell,2026.05.14 15:52:12,4728.3,,0.0,0.0,no_fill,0.0,,2.0,False
80233903,limit,buy,2026.05.13 19:13:34,4662.0,,0.0,0.0,no_fill,0.0,,2.0,False
80233891,limit,buy,2026.05.13 19:13:16,4663.0,,0.0,0.0,no_fill,0.0,,2.0,False
80233869,limit,buy,2026.05.13 19:12:53,4664.0,,0.0,0.0,no_fill,0.0,,2.0,False
80211910,limit,sell,2026.05.13 16:09:44,4708.5,10.0,0.0,9.82,tp,9.82,,2.0,True
80194917,limit,buy,2026.05.13 13:10:04,4661.3,,0.0,0.0,no_fill,0.0,,2.0,False
80194819,limit,buy,2026.05.13 13:09:49,4662.3,,0.0,0.0,no_fill,0.0,,2.0,False
80194493,limit,buy,2026.05.13 13:08:27,4663.3,,0.0,0.0,no_fill,0.0,,2.0,False
80194206,limit,sell,2026.05.13 13:05:41,4717.0,,0.0,0.0,no_fill,0.0,,2.0,False
80194191,limit,sell,2026.05.13 13:05:24,4716.0,,0.0,0.0,no_fill,0.0,,2.0,False
80194165,limit,sell,2026.05.13 13:04:57,4715.0,,0.0,0.0,no_fill,0.0,,2.0,False
80178334,limit,sell,2026.05.13 10:03:44,4714.0,,0.0,0.0,no_fill,0.0,,2.0,False
80178269,limit,sell,2026.05.13 10:03:15,4713.0,,0.0,0.0,no_fill,0.0,,2.0,False
80166150,limit,sell,2026.05.13 07:59:03,4735.5,,0.0,0.0,no_fill,0.0,,2.0,False
80166133,limit,sell,2026.05.13 07:58:40,4734.5,,0.0,0.0,no_fill,0.0,,2.0,False
80166061,limit,sell,2026.05.13 07:57:53,4733.5,,0.0,0.0,no_fill,0.0,,2.0,False
80165949,limit,sell,2026.05.13 07:55:12,4713.5,10.0,0.0,9.82,tp,9.82,,2.0,True
80165927,limit,sell,2026.05.13 07:54:59,4712.5,10.0,0.0,9.82,tp,9.82,,2.0,True
80073464,limit,buy,2026.05.12 12:58:09,4676.0,10.0,0.0,9.82,tp,9.82,,2.0,True
80073456,limit,buy,2026.05.12 12:57:47,4677.0,20.0,0.0,-5.18,sl,-5.18,,2.0,True
80073414,limit,buy,2026.05.12 12:57:07,4678.0,10.0,0.0,9.82,tp,9.82,,2.0,True
80060002,limit,sell,2026.05.12 10:14:11,4734.0,,0.0,0.0,no_fill,0.0,,2.0,False
80059980,limit,sell,2026.05.12 10:13:57,4733.0,,0.0,0.0,no_fill,0.0,,2.0,False
80059812,limit,sell,2026.05.12 10:12:14,4732.0,,0.0,0.0,no_fill,0.0,,2.0,False
80059211,limit,buy,2026.05.12 10:09:05,4687.0,,0.0,0.0,no_fill,0.0,,2.0,False
80059132,limit,buy,2026.05.12 10:08:45,4688.0,,0.0,0.0,no_fill,0.0,,2.0,False
80059093,limit,buy,2026.05.12 10:08:27,4689.0,,0.0,0.0,no_fill,0.0,,2.0,False
79876322,limit,buy,2026.05.11 01:14:46,4612.0,,0.0,0.0,no_fill,0.0,,2.0,False
79876277,limit,buy,2026.05.11 01:14:25,4613.0,,0.0,0.0,no_fill,0.0,,2.0,False
79876226,limit,buy,2026.05.11 01:14:00,4614.0,,0.0,0.0,no_fill,0.0,,2.0,False
79818360,limit,buy,2026.05.08 14:24:24,4645.0,,0.0,0.0,no_fill,0.0,,2.0,False
79818353,limit,buy,2026.05.08 14:24:06,4646.0,,0.0,0.0,no_fill,0.0,,2.0,False
79818333,limit,buy,2026.05.08 14:23:28,4649.0,10.0,0.0,9.82,tp,9.82,,2.0,True
79811095,limit,buy,2026.05.08 12:52:31,4704.0,,0.0,0.0,no_fill,0.0,,2.0,False
79811080,limit,buy,2026.05.08 12:52:23,4705.0,,0.0,0.0,no_fill,0.0,,2.0,False
79811037,limit,buy,2026.05.08 12:52:11,4708.0,10.0,0.0,9.82,tp,9.82,,2.0,True
79788132,limit,buy,2026.05.08 09:04:01,4714.0,,0.0,0.0,no_fill,0.0,,2.0,False
79788025,limit,buy,2026.05.08 09:03:36,4714.0,,0.0,0.0,no_fill,0.0,,2.0,False
79775448,limit,buy,2026.05.08 06:04:24,4688.0,,0.0,0.0,no_fill,0.0,,2.0,False
79775424,limit,buy,2026.05.08 06:04:07,4688.0,,0.0,0.0,no_fill,0.0,,2.0,False
79765188,limit,buy,2026.05.08 04:05:57,4659.5,,0.0,0.0,no_fill,0.0,,2.0,False
79765143,limit,buy,2026.05.08 04:05:44,4664.5,,0.0,0.0,no_fill,0.0,,2.0,False
79765103,limit,buy,2026.05.08 04:05:24,4669.5,,0.0,0.0,no_fill,0.0,,2.0,False
