timestamps,open,high,low,close,volume,amount
2025-12-17 23:55:00,4342.25000,4342.38900,4338.64400,4339.20100,550,0
2025-12-18 00:00:00,4339.15000,4341.33300,4338.38200,4339.34200,1405,0
2025-12-18 00:05:00,4339.29200,4339.84600,4337.24000,4337.38300,904,0
2025-12-18 00:10:00,4337.41700,4338.47800,4336.75100,4338.34600,993,0
2025-12-18 00:15:00,4338.42300,4342.93300,4338.31800,4341.42100,844,0
2025-12-18 00:20:00,4341.43400,4342.77600,4337.38000,4338.54200,849,0
2025-12-18 00:25:00,4338.50300,4339.63300,4337.58400,4337.84200,661,0
2025-12-18 00:30:00,4337.85800,4339.70900,4337.35400,4339.59500,653,0
2025-12-18 00:35:00,4339.56800,4340.46800,4338.48000,4339.61800,775,0
2025-12-18 00:40:00,4339.71800,4339.92600,4336.74200,4336.79000,1075,0
2025-12-18 00:45:00,4336.77200,4337.20500,4333.66400,4333.68100,1312,0
2025-12-18 00:50:00,4333.78600,4335.15500,4333.14200,4335.02400,918,0
2025-12-18 00:55:00,4335.05200,4335.56300,4333.24500,4334.84900,908,0
2025-12-18 01:00:00,4334.80300,4337.00000,4329.76300,4330.77700,2933,0
2025-12-18 01:05:00,4330.83700,4332.86100,4329.29500,4332.46300,1940,0
2025-12-18 01:10:00,4332.38800,4332.85600,4328.44700,4330.08000,2056,0
2025-12-18 01:15:00,4330.04900,4331.88400,4327.12600,4328.10800,1792,0
2025-12-18 01:20:00,4328.05800,4329.32900,4326.08800,4326.26100,1485,0
2025-12-18 01:25:00,4326.28000,4328.15500,4324.74500,4324.92400,2939,0
2025-12-18 01:30:00,4324.96600,4327.78000,4324.20000,4327.28400,2442,0
2025-12-18 01:35:00,4327.21400,4327.37100,4324.62800,4326.84400,1576,0
2025-12-18 01:40:00,4326.79600,4328.39900,4326.35600,4326.88000,1648,0
2025-12-18 01:45:00,4326.87800,4327.53200,4324.86700,4326.46900,1232,0
2025-12-18 01:50:00,4326.53100,4328.44300,4326.35100,4328.31300,1407,0
2025-12-18 01:55:00,4328.32400,4331.76300,4327.86900,4331.53600,1221,0
2025-12-18 02:00:00,4331.53400,4334.32800,4330.75900,4333.56900,1317,0
2025-12-18 02:05:00,4333.52600,4335.06400,4331.98900,4332.38300,1121,0
2025-12-18 02:10:00,4332.40300,4332.73600,4329.93700,4330.96100,1078,0
2025-12-18 02:15:00,4331.01300,4336.39700,4329.83300,4334.20300,1440,0
2025-12-18 02:20:00,4334.17500,4335.90600,4333.67400,4334.41700,1138,0
2025-12-18 02:25:00,4334.30400,4334.74200,4333.30900,4334.46700,817,0
2025-12-18 02:30:00,4334.50100,4336.36100,4334.35500,4335.37800,1387,0
2025-12-18 02:35:00,4335.38000,4337.71000,4335.30900,4337.06800,1521,0
2025-12-18 02:40:00,4337.08900,4337.20500,4333.89700,4334.01700,1020,0
2025-12-18 02:45:00,4333.98000,4334.32400,4331.46200,4331.46200,1208,0
2025-12-18 02:50:00,4331.42800,4333.52200,4330.65100,4332.42600,924,0
2025-12-18 02:55:00,4332.47800,4333.54300,4331.48900,4333.28300,947,0
2025-12-18 03:00:00,4333.23600,4333.31600,4330.81400,4333.17400,849,0
2025-12-18 03:05:00,4333.21300,4334.32000,4331.99900,4333.40300,804,0
2025-12-18 03:10:00,4333.38900,4335.93700,4332.97500,4335.77800,914,0
2025-12-18 03:15:00,4335.84500,4336.70300,4334.01700,4336.38200,1118,0
2025-12-18 03:20:00,4336.38900,4336.73700,4332.12300,4332.87700,950,0
2025-12-18 03:25:00,4332.91200,4333.75900,4332.26100,4333.15600,1269,0
2025-12-18 03:30:00,4333.22200,4335.57700,4332.81100,4334.81000,982,0
