timestamps,open,high,low,close,volume,amount
2024-08-06 23:55:00,2383.63900,2384.29300,2383.31000,2383.78700,455,0
2024-08-07 00:00:00,2383.72300,2385.47700,2383.69500,2384.64800,585,0
2024-08-07 00:05:00,2384.66300,2385.11200,2381.08300,2382.22700,781,0
2024-08-07 00:10:00,2382.25200,2384.04700,2381.69300,2382.68800,704,0
2024-08-07 00:15:00,2382.66100,2383.09500,2381.39200,2382.78600,606,0
2024-08-07 00:20:00,2382.78300,2383.59200,2381.77400,2383.34900,539,0
2024-08-07 00:25:00,2383.45900,2384.17200,2382.84000,2383.77800,616,0
2024-08-07 00:30:00,2383.77300,2385.45600,2383.77300,2383.83000,524,0
2024-08-07 00:35:00,2383.87700,2384.02100,2382.99100,2383.28000,504,0
2024-08-07 00:40:00,2383.32600,2383.61400,2381.87300,2382.25800,435,0
2024-08-07 00:45:00,2382.25100,2384.17400,2382.25100,2383.65500,505,0
2024-08-07 00:50:00,2383.62900,2385.17400,2383.51400,2384.95800,530,0
2024-08-07 00:55:00,2384.91300,2387.42000,2384.42000,2386.53800,580,0
2024-08-07 01:00:00,2386.56600,2387.51500,2384.68500,2385.48200,1299,0
2024-08-07 01:05:00,2385.48200,2387.55800,2385.33300,2386.30400,928,0
2024-08-07 01:10:00,2386.27400,2387.41800,2385.91200,2387.13400,908,0
2024-08-07 01:15:00,2387.18100,2387.56900,2381.72800,2382.50600,1122,0
2024-08-07 01:20:00,2382.46100,2382.46100,2378.93100,2379.71700,1470,0
2024-08-07 01:25:00,2379.76000,2383.16800,2379.73300,2381.09700,941,0
2024-08-07 01:30:00,2381.11400,2384.26000,2380.86800,2383.43800,1488,0
2024-08-07 01:35:00,2383.46700,2386.03300,2383.00800,2385.61000,1410,0
2024-08-07 01:40:00,2385.56600,2385.56600,2381.95400,2382.52700,1408,0
2024-08-07 01:45:00,2382.52700,2384.88800,2379.89700,2382.25100,1603,0
2024-08-07 01:50:00,2382.22500,2386.35800,2382.06000,2385.44400,1436,0
2024-08-07 01:55:00,2385.48200,2385.69800,2382.83500,2384.01700,1596,0
2024-08-07 02:00:00,2383.97000,2386.58600,2380.88200,2382.87400,2498,0
2024-08-07 02:05:00,2382.90300,2385.20000,2382.54600,2384.81900,1197,0
2024-08-07 02:10:00,2384.77700,2386.01200,2384.61400,2385.96800,1257,0
2024-08-07 02:15:00,2385.93600,2385.99400,2384.67700,2385.06300,873,0
2024-08-07 02:20:00,2385.06700,2386.96800,2384.65400,2385.04900,747,0
2024-08-07 02:25:00,2385.09500,2386.78600,2384.64500,2386.24500,617,0
2024-08-07 02:30:00,2386.21600,2388.44000,2384.81800,2386.39900,1322,0
2024-08-07 02:35:00,2386.48800,2388.39800,2386.26900,2387.38700,939,0
2024-08-07 02:40:00,2387.43100,2387.61300,2385.03100,2385.14400,772,0
2024-08-07 02:45:00,2385.10700,2385.57100,2382.80000,2383.49600,846,0
2024-08-07 02:50:00,2383.53600,2385.44400,2383.53600,2384.26800,704,0
2024-08-07 02:55:00,2384.26600,2385.51600,2383.63900,2384.19600,789,0
2024-08-07 03:00:00,2384.24200,2384.37800,2383.19100,2384.19000,574,0
2024-08-07 03:05:00,2384.19400,2385.76400,2384.19400,2384.79300,650,0
2024-08-07 03:10:00,2384.77900,2386.00600,2384.61900,2385.92900,683,0
2024-08-07 03:15:00,2385.88800,2387.53900,2385.35800,2386.66800,776,0
2024-08-07 03:20:00,2386.64000,2387.13500,2385.79400,2386.68800,610,0
