timestamps,open,high,low,close,volume,amount
2026-01-25 23:00:00,5019.847,5040.296,5003.575,5039.789,0,0
2026-01-26 00:00:00,5039.821,5052.074,5030.511,5041.83,0,0
2026-01-26 01:00:00,5041.689,5085.699,5029.102,5071.17,0,0
2026-01-26 02:00:00,5071.195,5093.104,5066.988,5081.12,0,0
2026-01-26 03:00:00,5008.06,5040.07,5003.55,5039.71,0,0
2026-01-26 04:00:00,5039.71,5051.99,5030.64,5041.7,0,0
2026-01-26 05:00:00,5041.68,5085.73,5029.12,5070.9,0,0
2026-01-26 06:00:00,5070.97,5093.05,5067.02,5080.92,0,0
2026-01-26 07:00:00,5080.92,5087.81,5070.03,5076.66,0,0
2026-01-26 08:00:00,5076.66,5077.98,5058.23,5070.42,0,0
2026-01-26 09:00:00,5070.44,5076.41,5052.39,5074.31,0,0
2026-01-26 10:00:00,5074.3,5111.03,5065.37,5077.71,0,0
2026-01-26 11:00:00,5077.71,5095.7,5074.06,5089.16,0,0
2026-01-26 12:00:00,5089.16,5098.27,5080.1,5083.41,0,0
2026-01-26 13:00:00,5083.39,5098.43,5075.46,5084.1,0,0
2026-01-26 14:00:00,5084.1,5094.97,5078.67,5091.63,0,0
2026-01-26 15:00:00,5091.63,5092.76,5078.55,5091.5,0,0
2026-01-26 16:00:00,5091.5,5097.01,5077.11,5078.94,0,0
2026-01-26 17:00:00,5078.93,5083.16,5054.59,5068.64,0,0
2026-01-26 18:00:00,5068.63,5097.01,5058.29,5096.2,0,0
2026-01-26 19:00:00,5096.19,5097.34,5074.08,5090.93,0,0
2026-01-26 20:00:00,5090.93,5104.97,5065.35,5089.6,0,0
2026-01-26 21:00:00,5089.6,5105.05,5080.91,5100.98,0,0
2026-01-26 22:00:00,5100.96,5103.36,5057.99,5068.89,0,0
