timestamps,open,high,low,close,volume,amount
2024-01-18 23:00:00,2023.646,2024.231,2020.98,2023.423,0,0
2024-01-19 00:00:00,2023.523,2024.247,2022.618,2023.119,0,0
2024-01-19 01:00:00,2023.111,2025.508,2022.044,2023.994,0,0
2024-01-19 02:00:00,2023.938,2024.99,2022.544,2023.971,0,0
2024-01-19 03:00:00,2023.97,2024.255,2021.856,2022.747,0,0
2024-01-19 04:00:00,2022.742,2022.776,2020.589,2020.975,0,0
2024-01-19 05:00:00,2020.958,2021.88,2020.311,2021.567,0,0
2024-01-19 06:00:00,2021.541,2024.273,2020.844,2023.8,0,0
2024-01-19 07:00:00,2023.793,2029.613,2023.662,2027.947,0,0
2024-01-19 08:00:00,2027.908,2030.094,2026.17,2029.679,0,0
2024-01-19 09:00:00,2029.688,2030.828,2027.578,2029.721,0,0
2024-01-19 10:00:00,2029.715,2030.943,2028.863,2030.32,0,0
2024-01-19 11:00:00,2030.361,2032.006,2028.776,2031.618,0,0
2024-01-19 12:00:00,2031.653,2035.116,2031.638,2032.855,0,0
2024-01-19 13:00:00,2032.808,2039.232,2032.603,2035.257,0,0
2024-01-19 14:00:00,2035.297,2035.666,2026.348,2029.646,0,0
2024-01-19 15:00:00,2029.678,2032.162,2023.129,2027.662,0,0
2024-01-19 16:00:00,2027.641,2029.519,2023.178,2024.809,0,0
2024-01-19 17:00:00,2024.768,2029.081,2024.349,2029.081,0,0
2024-01-19 18:00:00,2029.082,2029.436,2026.384,2027.821,0,0
2024-01-19 19:00:00,2027.803,2029.388,2027.482,2029.075,0,0
2024-01-19 20:00:00,2029.056,2029.474,2027.687,2028.199,0,0
