timestamps,open,high,low,close,volume,amount
2025-04-22 23:55:00,3337.33700,3337.64100,3332.10700,3336.56100,2065,0
2025-04-23 00:00:00,3336.53500,3340.17100,3334.58700,3338.29400,1930,0
2025-04-23 00:05:00,3338.19100,3340.44500,3336.88900,3340.05100,1657,0
2025-04-23 00:10:00,3340.01300,3343.02000,3339.78400,3343.02000,1326,0
2025-04-23 00:15:00,3342.99400,3344.10700,3341.23000,3342.90300,1562,0
2025-04-23 00:20:00,3342.96200,3343.11100,3338.77100,3342.64200,1224,0
2025-04-23 00:25:00,3342.66600,3352.68100,3341.84100,3350.88500,1584,0
2025-04-23 00:30:00,3350.84700,3357.80900,3350.60500,3352.34000,2051,0
2025-04-23 00:35:00,3352.31400,3357.83800,3352.19900,3355.32800,1637,0
2025-04-23 00:40:00,3355.30000,3358.20000,3353.74900,3357.13800,1176,0
2025-04-23 00:45:00,3357.15300,3362.14700,3356.22700,3360.85800,1805,0
2025-04-23 00:50:00,3360.79900,3369.65800,3360.79900,3369.53400,2705,0
2025-04-23 00:55:00,3369.57400,3371.28200,3365.43900,3367.86500,2120,0
2025-04-23 01:00:00,3367.94900,3380.73800,3364.76900,3364.78600,6667,0
2025-04-23 01:05:00,3364.68700,3370.75700,3360.50900,3367.96800,5078,0
2025-04-23 01:10:00,3368.00100,3374.80500,3367.07600,3371.57500,3383,0
2025-04-23 01:15:00,3371.60500,3377.42700,3371.60500,3373.58800,2987,0
2025-04-23 01:20:00,3373.61300,3376.96700,3369.83500,3370.99800,2515,0
2025-04-23 01:25:00,3370.91800,3372.71100,3366.50800,3368.34400,2617,0
2025-04-23 01:30:00,3368.32500,3370.80600,3358.97300,3362.19300,3349,0
2025-04-23 01:35:00,3362.19900,3374.25500,3361.42400,3373.20600,2689,0
2025-04-23 01:40:00,3373.17700,3386.24800,3373.00100,3385.91400,3028,0
2025-04-23 01:45:00,3385.94000,3386.66100,3378.55400,3381.14600,2907,0
2025-04-23 01:50:00,3381.17100,3386.58000,3380.78600,3384.38500,2537,0
2025-04-23 01:55:00,3384.42400,3385.43400,3377.66100,3379.26000,2273,0
2025-04-23 02:00:00,3379.25200,3379.40000,3375.20400,3379.22300,1725,0
2025-04-23 02:05:00,3379.18400,3379.98100,3372.81200,3373.12700,1890,0
2025-04-23 02:10:00,3373.22000,3376.06300,3371.13400,3372.22400,1707,0
2025-04-23 02:15:00,3372.27500,3373.61000,3371.31400,3372.53200,1065,0
2025-04-23 02:20:00,3372.53000,3372.98800,3368.75300,3372.78600,1143,0
2025-04-23 02:25:00,3372.81800,3373.20400,3371.29800,3373.19400,879,0
2025-04-23 02:30:00,3373.29100,3375.13400,3370.14900,3372.18200,1589,0
2025-04-23 02:35:00,3372.22700,3372.45300,3362.47400,3363.13900,2234,0
2025-04-23 02:40:00,3363.11200,3366.22200,3357.83800,3362.59200,2845,0
2025-04-23 02:45:00,3362.56400,3363.81900,3357.72500,3359.20400,3581,0
2025-04-23 02:50:00,3359.14700,3362.26700,3356.77000,3358.31900,2779,0
2025-04-23 02:55:00,3358.25800,3361.40900,3348.68400,3354.22100,3379,0
2025-04-23 03:00:00,3354.14100,3355.65900,3344.57500,3344.95200,3025,0
2025-04-23 03:05:00,3344.90500,3347.68600,3342.14900,3343.61600,3540,0
2025-04-23 03:10:00,3343.58400,3345.45300,3329.20300,3336.30300,4515,0
2025-04-23 03:15:00,3336.27100,3340.01700,3331.04300,3338.98600,3802,0
2025-04-23 03:20:00,3339.04100,3341.21100,3333.81300,3338.90500,3196,0
2025-04-23 03:25:00,3338.87600,3341.05700,3333.19600,3335.30700,2493,0
2025-04-23 03:30:00,3335.23200,3339.56500,3335.23200,3338.64400,1429,0
2025-04-23 03:35:00,3338.60900,3342.56800,3337.77300,3341.79200,1352,0
2025-04-23 03:40:00,3341.75300,3344.66900,3338.75600,3344.66900,1326,0
2025-04-23 03:45:00,3344.70800,3346.72800,3341.89000,3342.21100,1778,0
2025-04-23 03:50:00,3342.23900,3342.47000,3335.87500,3340.28200,1652,0
2025-04-23 03:55:00,3340.29700,3340.42500,3337.66800,3338.87800,982,0
2025-04-23 04:00:00,3338.95600,3341.52500,3337.49600,3339.65300,969,0
2025-04-23 04:05:00,3339.68100,3343.22600,3339.61700,3341.78300,831,0
2025-04-23 04:10:00,3341.73000,3342.44400,3339.89300,3340.27800,590,0
2025-04-23 04:15:00,3340.25400,3343.02700,3337.50700,3338.27000,991,0
