timestamps,open,high,low,close,volume,amount
2024-07-31 23:00:00,2447.594,2447.959,2444.084,2445.743,0,0
2024-08-01 00:00:00,2445.725,2449.407,2445.2,2447.575,0,0
2024-08-01 01:00:00,2447.539,2458.35,2446.053,2451.357,0,0
2024-08-01 02:00:00,2451.407,2451.459,2437.284,2441.167,0,0
2024-08-01 03:00:00,2441.178,2444.63,2439.321,2442.777,0,0
2024-08-01 04:00:00,2442.769,2446.806,2442.418,2444.239,0,0
2024-08-01 05:00:00,2444.212,2447.961,2443.541,2446.906,0,0
2024-08-01 06:00:00,2446.86,2448.819,2444.023,2444.795,0,0
2024-08-01 07:00:00,2444.835,2444.877,2439.871,2440.325,0,0
2024-08-01 08:00:00,2440.282,2442.323,2433.144,2433.855,0,0
2024-08-01 09:00:00,2433.849,2435.044,2430.165,2432.936,0,0
2024-08-01 10:00:00,2432.983,2436.784,2431.97,2435.167,0,0
2024-08-01 11:00:00,2435.108,2442.888,2434.332,2440.721,0,0
2024-08-01 12:00:00,2440.784,2454.872,2440.277,2450.6,0,0
2024-08-01 13:00:00,2450.718,2457.316,2448.421,2453.69,0,0
2024-08-01 14:00:00,2453.699,2462.302,2443.15,2448.504,0,0
2024-08-01 15:00:00,2448.467,2451.743,2442.078,2445.107,0,0
2024-08-01 16:00:00,2445.208,2448.761,2443.406,2444.468,0,0
2024-08-01 17:00:00,2444.457,2444.702,2435.812,2439.283,0,0
2024-08-01 18:00:00,2439.24,2441.002,2434.884,2439.563,0,0
2024-08-01 19:00:00,2439.526,2444.099,2438.306,2443.053,0,0
2024-08-01 20:00:00,2443.021,2447.553,2441.715,2446.649,0,0
2024-08-01 22:00:00,2446.364,2447.373,2443.631,2445.155,0,0
