timestamps,open,high,low,close,volume,amount
2025-07-10 23:30:00,3324.5,3326.401,3323.257,3323.808,0,0
2025-07-11 00:00:00,3323.764,3328.138,3323.637,3327.608,0,0
2025-07-11 00:30:00,3327.631,3336.154,3327.315,3330.627,0,0
2025-07-11 01:00:00,3330.58,3331.604,3325.25,3328.47,0,0
2025-07-11 01:30:00,3328.435,3331.332,3328.435,3329.583,0,0
2025-07-11 02:00:00,3329.552,3332.699,3327.173,3330.938,0,0
2025-07-11 02:30:00,3330.949,3334.992,3330.112,3332.62,0,0
2025-07-11 03:00:00,3332.642,3336.006,3332.165,3335.828,0,0
2025-07-11 03:30:00,3335.823,3335.852,3332.57,3333.765,0,0
2025-07-11 04:00:00,3333.757,3335.389,3331.555,3331.664,0,0
2025-07-11 04:30:00,3331.673,3332.546,3329.517,3331.999,0,0
2025-07-11 05:00:00,3331.964,3341.65,3331.964,3340.217,0,0
2025-07-11 05:30:00,3340.203,3340.395,3332.331,3334.02,0,0
2025-07-11 06:00:00,3334.051,3343.827,3332.794,3342.874,0,0
2025-07-11 06:30:00,3342.892,3343.414,3332.102,3332.567,0,0
2025-07-11 07:00:00,3332.52,3335.143,3331.086,3334.609,0,0
2025-07-11 07:30:00,3334.639,3342.264,3334.304,3341.833,0,0
2025-07-11 08:00:00,3341.789,3343.804,3338.536,3338.621,0,0
2025-07-11 08:30:00,3338.61,3340.155,3332.867,3333.087,0,0
2025-07-11 09:00:00,3333.119,3335.845,3332.669,3334.04,0,0
2025-07-11 09:30:00,3334.054,3340.0,3333.897,3339.449,0,0
2025-07-11 10:00:00,3339.486,3345.955,3339.486,3345.713,0,0
2025-07-11 10:30:00,3345.711,3348.248,3344.182,3345.011,0,0
2025-07-11 11:00:00,3345.053,3348.42,3342.034,3344.999,0,0
2025-07-11 11:30:00,3345.019,3350.305,3344.872,3347.507,0,0
2025-07-11 12:00:00,3347.526,3350.288,3344.356,3346.988,0,0
2025-07-11 12:30:00,3347.032,3357.107,3347.032,3355.081,0,0
2025-07-11 13:00:00,3355.127,3358.488,3350.059,3353.162,0,0
2025-07-11 13:30:00,3353.154,3359.228,3350.192,3351.916,0,0
2025-07-11 14:00:00,3351.889,3355.626,3350.231,3355.144,0,0
2025-07-11 14:30:00,3355.183,3363.882,3355.179,3361.167,0,0
2025-07-11 15:00:00,3361.124,3368.749,3360.977,3365.884,0,0
2025-07-11 15:30:00,3365.928,3366.299,3356.854,3358.915,0,0
2025-07-11 16:00:00,3358.884,3359.717,3353.239,3355.262,0,0
2025-07-11 16:30:00,3355.223,3356.403,3352.804,3353.809,0,0
2025-07-11 17:00:00,3353.779,3354.085,3349.185,3349.761,0,0
2025-07-11 17:30:00,3349.756,3353.653,3349.367,3353.345,0,0
2025-07-11 18:00:00,3353.38,3358.065,3353.264,3355.684,0,0
2025-07-11 18:30:00,3355.708,3358.482,3355.366,3356.101,0,0
2025-07-11 19:00:00,3356.064,3359.388,3355.534,3358.294,0,0
2025-07-11 19:30:00,3358.292,3359.802,3355.932,3356.411,0,0
2025-07-11 20:00:00,3356.459,3356.794,3354.265,3354.459,0,0
