timestamps,open,high,low,close,volume,amount
2025-05-06 23:00:00,3381.518,3404.778,3376.84,3400.68,0,0
2025-05-07 00:00:00,3400.723,3401.666,3360.747,3379.565,0,0
2025-05-07 01:00:00,3379.684,3385.199,3360.068,3374.737,0,0
2025-05-07 02:00:00,3374.739,3393.928,3371.935,3390.613,0,0
2025-05-07 03:00:00,3390.568,3392.638,3370.01,3375.541,0,0
2025-05-07 04:00:00,3375.519,3387.503,3374.962,3382.118,0,0
2025-05-07 05:00:00,3382.14,3389.575,3378.6,3387.906,0,0
2025-05-07 06:00:00,3387.909,3395.816,3387.389,3392.418,0,0
2025-05-07 07:00:00,3392.439,3397.425,3383.74,3388.016,0,0
2025-05-07 08:00:00,3387.971,3388.622,3378.203,3382.803,0,0
2025-05-07 09:00:00,3382.803,3385.183,3369.591,3369.976,0,0
2025-05-07 10:00:00,3369.949,3393.375,3369.161,3391.389,0,0
2025-05-07 11:00:00,3391.437,3391.56,3383.695,3387.083,0,0
2025-05-07 12:00:00,3387.055,3393.805,3384.039,3390.835,0,0
2025-05-07 13:00:00,3390.87,3398.139,3381.226,3394.47,0,0
2025-05-07 14:00:00,3394.445,3394.709,3375.662,3385.874,0,0
2025-05-07 15:00:00,3385.888,3389.568,3381.943,3385.27,0,0
2025-05-07 16:00:00,3385.224,3389.762,3378.834,3386.933,0,0
2025-05-07 17:00:00,3386.889,3389.888,3383.774,3385.194,0,0
2025-05-07 18:00:00,3385.15,3398.001,3376.028,3384.565,0,0
2025-05-07 19:00:00,3384.657,3387.008,3363.751,3371.904,0,0
2025-05-07 20:00:00,3371.968,3374.566,3363.733,3364.21,0,0
2025-05-07 22:00:00,3366.954,3373.89,3366.77,3369.978,0,0
