ticket,direction,open_time,orig_limit_price,entry,filled,sl5_net,sl5_exit,sl7_net,sl7_exit,fill_time_m5,sl5_price,sl7_price,sl5_at_orig,tp20_price,delta_sl7_minus_sl5
74396184,buy,2026.03.10 07:00:23,5134.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74369758,buy,2026.03.10 03:02:15,5100.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74369730,buy,2026.03.10 03:02:01,5100.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74369550,buy,2026.03.10 03:00:50,5109.5,5111.5,True,19.82,tp,19.82,tp,2026-03-12 15:10:00,5106.5,5104.5,5104.5,5131.5,0.0
74369504,buy,2026.03.10 03:00:31,5109.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74369469,buy,2026.03.10 03:00:18,5109.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74345457,buy,2026.03.09 18:46:34,5069.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74345430,buy,2026.03.09 18:46:21,5069.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74345374,buy,2026.03.09 18:46:05,5069.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74342888,buy,2026.03.09 18:23:51,5068.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74342757,buy,2026.03.09 18:23:23,5068.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74320203,buy,2026.03.09 16:35:01,5065.7,5067.7,True,19.82,tp,19.82,tp,2026-03-09 13:55:00,5062.7,5060.7,5060.7,5087.7,0.0
74320117,buy,2026.03.09 16:34:42,5065.7,5067.7,True,19.82,tp,19.82,tp,2026-03-09 13:55:00,5062.7,5060.7,5060.7,5087.7,0.0
74320062,buy,2026.03.09 16:34:28,5065.7,5067.7,True,19.82,tp,19.82,tp,2026-03-09 13:55:00,5062.7,5060.7,5060.7,5087.7,0.0
74265589,buy,2026.03.09 10:13:01,5089.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74265551,buy,2026.03.09 10:12:43,5089.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74265539,buy,2026.03.09 10:12:30,5089.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74235400,buy,2026.03.09 06:58:06,5055.7,,False,0.0,no_fill,0.0,no_fill,,,,,,
74235371,buy,2026.03.09 06:57:44,5055.7,,False,0.0,no_fill,0.0,no_fill,,,,,,
74235350,buy,2026.03.09 06:57:24,5055.7,,False,0.0,no_fill,0.0,no_fill,,,,,,
74218158,buy,2026.03.09 05:03:54,5041.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74218097,buy,2026.03.09 05:03:39,5041.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74218044,buy,2026.03.09 05:03:22,5041.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74020209,buy,2026.03.06 01:18:13,4883.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74020174,buy,2026.03.06 01:17:48,4883.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74020161,buy,2026.03.06 01:17:21,4883.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
74020138,buy,2026.03.06 01:16:38,4921.6,,False,0.0,no_fill,0.0,no_fill,,,,,,
74020131,buy,2026.03.06 01:16:23,4921.6,,False,0.0,no_fill,0.0,no_fill,,,,,,
74020122,buy,2026.03.06 01:15:34,4921.6,,False,0.0,no_fill,0.0,no_fill,,,,,,
74020090,sell,2026.03.06 01:14:49,5144.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74020084,sell,2026.03.06 01:14:22,5144.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
74020038,sell,2026.03.06 01:13:04,5144.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
73953279,sell,2026.03.05 15:37:53,5144.0,5142.0,True,-5.18,sl,-7.18,sl,2026-03-05 12:40:00,5147.0,5149.0,5149.0,5122.0,-2.0
73953225,sell,2026.03.05 15:37:32,5144.0,5142.0,True,-5.18,sl,-7.18,sl,2026-03-05 12:40:00,5147.0,5149.0,5149.0,5122.0,-2.0
73953130,sell,2026.03.05 15:37:17,5144.0,5142.0,True,-5.18,sl,-7.18,sl,2026-03-05 12:40:00,5147.0,5149.0,5149.0,5122.0,-2.0
73842091,buy,2026.03.05 01:15:02,5051.0,5053.0,True,19.82,tp,19.82,tp,2026-03-05 18:00:00,5048.0,5046.0,5046.0,5073.0,0.0
73842056,buy,2026.03.05 01:14:42,5051.0,5053.0,True,19.82,tp,19.82,tp,2026-03-05 18:00:00,5048.0,5046.0,5046.0,5073.0,0.0
73842037,buy,2026.03.05 01:14:23,5051.0,5053.0,True,19.82,tp,19.82,tp,2026-03-05 18:00:00,5048.0,5046.0,5046.0,5073.0,0.0
73841671,sell,2026.03.05 01:11:45,5244.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
73841656,sell,2026.03.05 01:11:22,5244.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
73841611,sell,2026.03.05 01:10:32,5244.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
73755332,sell,2026.03.04 10:36:24,5184.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
73755295,sell,2026.03.04 10:36:06,5184.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
73755137,sell,2026.03.04 10:35:39,5184.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
73685256,buy,2026.03.04 01:08:57,5046.3,,False,0.0,no_fill,0.0,no_fill,,,,,,
73685218,buy,2026.03.04 01:08:30,5046.3,,False,0.0,no_fill,0.0,no_fill,,,,,,
73685186,buy,2026.03.04 01:08:09,5046.3,,False,0.0,no_fill,0.0,no_fill,,,,,,
73685169,buy,2026.03.04 01:07:32,5056.3,,False,0.0,no_fill,0.0,no_fill,,,,,,
73685160,buy,2026.03.04 01:07:09,5056.3,,False,0.0,no_fill,0.0,no_fill,,,,,,
73685156,buy,2026.03.04 01:06:47,5056.3,,False,0.0,no_fill,0.0,no_fill,,,,,,
73685130,buy,2026.03.04 01:06:04,5080.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
73685114,buy,2026.03.04 01:05:47,5080.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
73685105,buy,2026.03.04 01:05:32,5080.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
73565637,buy,2026.03.03 12:25:27,5237.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
73565583,buy,2026.03.03 12:24:49,5237.0,5239.0,True,-5.18,sl,-7.18,sl,2026-03-03 09:25:00,5234.0,5232.0,5232.0,5259.0,-2.0
73565564,buy,2026.03.03 12:24:34,5237.0,5239.0,True,-5.18,sl,-7.18,sl,2026-03-03 09:25:00,5234.0,5232.0,5232.0,5259.0,-2.0
73565545,sell,2026.03.03 12:24:03,5204.5,5202.5,True,-5.18,sl,-7.18,sl,2026-03-03 09:25:00,5207.5,5209.5,5209.5,5182.5,-2.0
73565534,sell,2026.03.03 12:23:49,5204.5,5202.5,True,-5.18,sl,-7.18,sl,2026-03-03 09:25:00,5207.5,5209.5,5209.5,5182.5,-2.0
73565481,sell,2026.03.03 12:22:53,5204.5,5202.5,True,-5.18,sl,-7.18,sl,2026-03-03 09:25:00,5207.5,5209.5,5209.5,5182.5,-2.0
73168945,buy,2026.02.27 16:01:48,5211.0,5213.0,True,-5.18,sl,-7.18,sl,2026-02-27 13:05:00,5208.0,5206.0,5206.0,5233.0,-2.0
73168923,buy,2026.02.27 16:01:36,5211.0,5213.0,True,-5.18,sl,-7.18,sl,2026-02-27 13:05:00,5208.0,5206.0,5206.0,5233.0,-2.0
73168887,buy,2026.02.27 16:01:23,5211.0,5213.0,True,-5.18,sl,-7.18,sl,2026-02-27 13:05:00,5208.0,5206.0,5206.0,5233.0,-2.0
73145315,buy,2026.02.27 13:07:18,5129.2,,False,0.0,no_fill,0.0,no_fill,,,,,,
73145301,buy,2026.02.27 13:07:00,5129.2,,False,0.0,no_fill,0.0,no_fill,,,,,,
73145293,buy,2026.02.27 13:06:45,5129.2,,False,0.0,no_fill,0.0,no_fill,,,,,,
73132701,buy,2026.02.27 10:29:26,5147.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
73132677,buy,2026.02.27 10:29:08,5147.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
73132666,buy,2026.02.27 10:28:56,5147.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
73101888,buy,2026.02.27 04:08:41,5166.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
73101866,buy,2026.02.27 04:08:22,5166.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
73101780,buy,2026.02.27 04:08:02,5166.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
73087195,buy,2026.02.27 01:21:15,5140.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
73087179,buy,2026.02.27 01:20:55,5140.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
73087159,buy,2026.02.27 01:20:36,5140.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
73041126,sell,2026.02.26 15:56:24,5211.2,,False,0.0,no_fill,0.0,no_fill,,,,,,
73041110,sell,2026.02.26 15:56:04,5211.2,,False,0.0,no_fill,0.0,no_fill,,,,,,
73041098,sell,2026.02.26 15:55:47,5211.2,,False,0.0,no_fill,0.0,no_fill,,,,,,
72999534,buy,2026.02.26 09:39:39,5152.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72999510,buy,2026.02.26 09:39:29,5152.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72999482,buy,2026.02.26 09:39:12,5152.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72971845,buy,2026.02.26 04:05:44,5145.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72971837,buy,2026.02.26 04:05:32,5145.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72971819,buy,2026.02.26 04:05:18,5145.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72956413,buy,2026.02.26 01:39:04,5113.2,,False,0.0,no_fill,0.0,no_fill,,,,,,
72956393,buy,2026.02.26 01:38:40,5113.2,,False,0.0,no_fill,0.0,no_fill,,,,,,
72956383,buy,2026.02.26 01:38:24,5113.2,,False,0.0,no_fill,0.0,no_fill,,,,,,
72956314,buy,2026.02.26 01:37:29,5123.35,,False,0.0,no_fill,0.0,no_fill,,,,,,
72956294,buy,2026.02.26 01:36:55,5123.35,,False,0.0,no_fill,0.0,no_fill,,,,,,
72956250,buy,2026.02.26 01:36:36,5123.35,,False,0.0,no_fill,0.0,no_fill,,,,,,
72918935,buy,2026.02.25 16:02:59,5138.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72918910,buy,2026.02.25 16:02:43,5138.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72918880,buy,2026.02.25 16:02:23,5138.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72905459,buy,2026.02.25 13:21:23,5082.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72905433,buy,2026.02.25 13:21:06,5082.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72905232,buy,2026.02.25 13:19:19,5082.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72904352,buy,2026.02.25 13:16:00,5102.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72904283,buy,2026.02.25 13:15:43,5102.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72904238,buy,2026.02.25 13:15:23,5102.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72904027,buy,2026.02.25 13:14:12,5111.8,,False,0.0,no_fill,0.0,no_fill,,,,,,
72903982,buy,2026.02.25 13:13:52,5111.8,,False,0.0,no_fill,0.0,no_fill,,,,,,
72903953,buy,2026.02.25 13:13:35,5111.8,,False,0.0,no_fill,0.0,no_fill,,,,,,
72898143,buy,2026.02.25 12:20:24,5103.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72898013,buy,2026.02.25 12:19:51,5103.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72897988,buy,2026.02.25 12:19:29,5103.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72887248,sell,2026.02.25 10:14:09,5229.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72887226,sell,2026.02.25 10:13:46,5229.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72887195,sell,2026.02.25 10:13:27,5229.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72886178,buy,2026.02.25 09:56:43,5157.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72886157,buy,2026.02.25 09:56:30,5157.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72811608,buy,2026.02.24 16:28:44,5103.5,5105.5,True,-5.18,sl,-7.18,sl,2026-02-24 14:10:00,5100.5,5098.5,5098.5,5125.5,-2.0
72811582,buy,2026.02.24 16:28:33,5103.5,5105.5,True,-5.18,sl,-7.18,sl,2026-02-24 14:10:00,5100.5,5098.5,5098.5,5125.5,-2.0
72811555,buy,2026.02.24 16:28:21,5157.0,5159.0,True,-5.18,sl,-7.18,sl,2026-02-24 13:30:00,5154.0,5152.0,5152.0,5179.0,-2.0
72735481,sell,2026.02.24 03:44:43,5218.2,5216.2,True,-5.18,sl,-7.18,sl,2026-02-24 00:45:00,5221.2,5223.2,5223.2,5196.2,-2.0
72735461,sell,2026.02.24 03:44:13,5218.2,5216.2,True,-5.18,sl,-7.18,sl,2026-02-24 00:45:00,5221.2,5223.2,5223.2,5196.2,-2.0
72735445,sell,2026.02.24 03:43:53,5218.2,5216.2,True,-5.18,sl,-7.18,sl,2026-02-24 00:45:00,5221.2,5223.2,5223.2,5196.2,-2.0
72685691,buy,2026.02.23 17:06:51,5167.0,5169.0,True,-5.18,sl,-7.18,sl,2026-02-23 14:10:00,5164.0,5162.0,5162.0,5189.0,-2.0
72685637,buy,2026.02.23 17:06:37,5167.0,5169.0,True,-5.18,sl,-7.18,sl,2026-02-23 14:10:00,5164.0,5162.0,5162.0,5189.0,-2.0
72685605,buy,2026.02.23 17:06:20,5167.0,5169.0,True,-5.18,sl,-7.18,sl,2026-02-23 14:10:00,5164.0,5162.0,5162.0,5189.0,-2.0
72670950,buy,2026.02.23 15:28:51,5098.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72670928,buy,2026.02.23 15:28:37,5098.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72670902,buy,2026.02.23 15:28:21,5098.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72643292,buy,2026.02.23 10:35:55,5112.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72643278,buy,2026.02.23 10:35:41,5112.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72643237,buy,2026.02.23 10:35:10,5112.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72590108,buy,2026.02.23 01:44:17,5118.5,5120.5,True,-5.18,sl,-7.18,sl,2026-02-22 23:00:00,5115.5,5113.5,5113.5,5140.5,-2.0
72589951,buy,2026.02.23 01:43:57,5118.5,5120.5,True,-5.18,sl,-7.18,sl,2026-02-22 23:00:00,5115.5,5113.5,5113.5,5140.5,-2.0
72589915,buy,2026.02.23 01:43:37,5118.5,5120.5,True,-5.18,sl,-7.18,sl,2026-02-22 23:00:00,5115.5,5113.5,5113.5,5140.5,-2.0
72587293,buy,2026.02.23 01:16:19,5048.6,,False,0.0,no_fill,0.0,no_fill,,,,,,
72587123,buy,2026.02.23 01:15:37,5048.6,,False,0.0,no_fill,0.0,no_fill,,,,,,
72586864,buy,2026.02.23 01:14:56,5048.6,,False,0.0,no_fill,0.0,no_fill,,,,,,
72586614,buy,2026.02.23 01:13:50,5066.3,,False,0.0,no_fill,0.0,no_fill,,,,,,
72586586,buy,2026.02.23 01:13:28,5066.3,,False,0.0,no_fill,0.0,no_fill,,,,,,
72586469,buy,2026.02.23 01:12:14,5066.3,,False,0.0,no_fill,0.0,no_fill,,,,,,
72525911,buy,2026.02.20 13:55:38,5000.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72525895,buy,2026.02.20 13:55:26,5000.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72525876,buy,2026.02.20 13:55:07,5000.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72517876,buy,2026.02.20 11:41:58,4952.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72517862,buy,2026.02.20 11:41:31,4952.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72517850,buy,2026.02.20 11:41:07,4952.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72517752,buy,2026.02.20 11:38:26,5094.7,5096.7,True,-5.18,sl,-7.18,sl,2026-02-20 08:40:00,5091.7,5089.7,5089.7,5116.7,-2.0
72517734,buy,2026.02.20 11:38:04,5094.7,5096.7,True,-5.18,sl,-7.18,sl,2026-02-20 08:40:00,5091.7,5089.7,5089.7,5116.7,-2.0
72517720,buy,2026.02.20 11:37:45,5094.7,5096.7,True,-5.18,sl,-7.18,sl,2026-02-20 08:40:00,5091.7,5089.7,5089.7,5116.7,-2.0
72501446,buy,2026.02.20 08:04:03,4986.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72501432,buy,2026.02.20 08:03:41,4986.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72501412,buy,2026.02.20 08:03:19,4986.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72426916,buy,2026.02.19 10:14:20,4971.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72426908,buy,2026.02.19 10:14:06,4971.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72416074,buy,2026.02.19 07:11:01,4932.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72416054,buy,2026.02.19 07:10:37,4932.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72415989,buy,2026.02.19 07:09:56,4932.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72372430,buy,2026.02.18 15:49:51,4925.3,,False,0.0,no_fill,0.0,no_fill,,,,,,
72372414,buy,2026.02.18 15:49:33,4925.3,,False,0.0,no_fill,0.0,no_fill,,,,,,
72372406,buy,2026.02.18 15:49:18,4925.3,,False,0.0,no_fill,0.0,no_fill,,,,,,
72363579,buy,2026.02.18 14:20:52,4949.0,4951.0,True,-5.18,sl,-7.18,sl,2026-02-18 11:25:00,4946.0,4944.0,4944.0,4971.0,-2.0
72363549,buy,2026.02.18 14:20:39,4949.0,4951.0,True,-5.18,sl,-7.18,sl,2026-02-18 11:25:00,4946.0,4944.0,4944.0,4971.0,-2.0
72363500,buy,2026.02.18 14:20:24,4949.0,4951.0,True,-5.18,sl,-7.18,sl,2026-02-18 11:25:00,4946.0,4944.0,4944.0,4971.0,-2.0
72269369,sell,2026.02.17 13:45:36,4953.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72269359,sell,2026.02.17 13:45:22,4953.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72269342,sell,2026.02.17 13:45:09,4953.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72162445,buy,2026.02.16 09:59:42,4956.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72162438,buy,2026.02.16 09:59:28,4956.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72162434,buy,2026.02.16 09:59:16,4956.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72074345,buy,2026.02.13 15:50:23,4956.0,4958.0,True,19.82,tp,19.82,tp,2026-02-13 13:20:00,4953.0,4951.0,4951.0,4978.0,0.0
72074270,buy,2026.02.13 15:50:02,4956.0,4958.0,True,19.82,tp,19.82,tp,2026-02-13 13:20:00,4953.0,4951.0,4951.0,4978.0,0.0
72074231,buy,2026.02.13 15:49:48,4956.0,4958.0,True,19.82,tp,19.82,tp,2026-02-13 13:20:00,4953.0,4951.0,4951.0,4978.0,0.0
72057968,sell,2026.02.13 13:14:57,5000.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72057954,sell,2026.02.13 13:14:41,5000.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72057915,sell,2026.02.13 13:14:24,5000.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72015562,buy,2026.02.13 06:55:39,4933.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72015545,buy,2026.02.13 06:55:22,4933.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72015535,buy,2026.02.13 06:55:07,4933.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
72015505,buy,2026.02.13 06:54:13,4899.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72015489,buy,2026.02.13 06:53:57,4899.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
72015477,buy,2026.02.13 06:53:40,4899.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71847254,sell,2026.02.12 03:44:41,5086.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71847231,sell,2026.02.12 03:44:16,5086.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71847212,sell,2026.02.12 03:44:02,5086.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71753142,buy,2026.02.11 12:09:30,5026.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71753138,buy,2026.02.11 12:09:18,5026.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71753132,buy,2026.02.11 12:09:06,5026.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71726221,buy,2026.02.11 07:01:15,5017.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
71726194,buy,2026.02.11 07:00:59,5017.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
71726150,buy,2026.02.11 07:00:39,5017.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
71700795,buy,2026.02.11 01:11:25,5011.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71700791,buy,2026.02.11 01:11:09,5011.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71700782,buy,2026.02.11 01:10:54,5011.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71639795,buy,2026.02.10 13:15:06,5019.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71639768,buy,2026.02.10 13:14:41,5019.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71639755,buy,2026.02.10 13:14:26,5019.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71623202,buy,2026.02.10 10:16:45,4965.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71623165,buy,2026.02.10 10:16:30,4965.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71623155,buy,2026.02.10 10:16:15,4965.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71532786,sell,2026.02.09 15:47:22,5042.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71532764,sell,2026.02.09 15:47:05,5042.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71532738,sell,2026.02.09 15:46:51,5042.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71509246,buy,2026.02.09 12:24:46,4978.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
71509231,buy,2026.02.09 12:24:28,4978.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
71509185,buy,2026.02.09 12:23:55,4978.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
71502603,buy,2026.02.09 11:25:54,4996.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71502595,buy,2026.02.09 11:25:36,4996.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71502587,buy,2026.02.09 11:25:22,4996.0,,False,0.0,no_fill,0.0,no_fill,,,,,,
71444390,buy,2026.02.09 02:25:22,4974.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
71444318,buy,2026.02.09 02:25:03,4974.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
71444249,buy,2026.02.09 02:24:39,4974.5,,False,0.0,no_fill,0.0,no_fill,,,,,,
